ANNO;ATECO25;ATECO22;CODICE_FISCALE;CODICE_REG;CODICE_UNITA;RAGIONE_SOCIALE;DESCRIZIONE_FORMA GIURIDICA;FG;FLAG_S13;STATO;
2025;84111;84111;82003170162;03;721605;COMUNE DI SOLZA;Comuni;2430;1;1;
2025;84111;84111;82001710654;15;11141301;COMUNE DI ROCCADASPIDE;Comuni;2430;1;1;
2025;84111;84111;80001830936;06;11135740;COMUNE DI SACILE;Comuni;2430;1;1;
2025;84111;84111;01888550017;01;11131125;COMUNE DI CAVOUR;Comuni;2430;1;1;
2025;84111;84111;00183860667;13;11117163;COMUNE DI SCOPPITO;Comuni;2430;1;1;
2025;84111;84111;00253750087;07;48194;COMUNE DI SAN REMO;Comuni;2430;1;1;
2025;84111;84111;00426070033;01;11119992;COMUNE DI VANZONE CON SAN CARLO;Comuni;2430;1;1;
2025;84111;84111;82000870889;19;720429;COMUNE DI COMISO;Comuni;2430;1;1;
2025;84111;84111;82000370369;08;11141031;COMUNE DI CAMPOSANTO;Comuni;2430;1;1;
2025;84111;84111;82000690600;12;720313;COMUNE DI PICINISCO;Comuni;2430;1;1;
2025;84111;84111;82000790152;03;720369;COMUNE DI MOTTA VISCONTI;Comuni;2430;1;1;
2025;84111;84111;00229160098;07;11117706;COMUNE DI BORGHETTO SANTO SPIRITO;Comuni;2430;1;1;
2025;84111;84111;00441360351;08;10697336;COMUNE DI VEZZANO SUL CROSTOLO;Comuni;2430;1;1;
2025;84111;84111;80000790628;15;11135555;COMUNE DI SAN MARTINO SANNITA;Comuni;2430;1;1;
2025;84111;84111;92002450143;03;10701365;COMUNITA' MONTANA ALTA VALTELLINA;Comunita' montane;2440;1;1;
2025;91110;91010;80004890911;20;702679;CONSORZIO PER LA PUBBLICA LETTURA S.SATTA DI NUORO;Altri enti e istituzioni pubbliche locali;2740;1;1;
2025;84111;84111;00101880078;02;11116214;COMUNE DI BRISSOGNE;Comuni;2430;1;1;
2025;84111;84111;00186560215;04;15679931;COMUNE DI TIRES;Comuni;2430;1;1;
2025;84111;84111;00260490693;13;11118145;COMUNE DI CASACANDITELLA;Comuni;2430;1;1;
2025;84111;84111;88000690789;18;728639;COMUNE DI CIVITA;Comuni;2430;1;1;
2025;84111;84111;00158960914;20;11116799;COMUNE DI SAGAMA;Comuni;2430;1;1;
2025;88990;88990;93015370039;01;10738430;CONSORZIO SERVIZI SOCIALI DEL VERBANO;Consorzi di servizi socio assistenziali costituiti tra Enti Locali;2740;1;1;
2025;84111;84111;00089700082;07;8596;COMUNE DI IMPERIA;Comuni;2430;1;1;
2025;84111;84111;84000050652;15;11142788;COMUNE DI SALENTO;Comuni;2430;1;1;
2025;84111;84111;00243280120;03;45770;COMUNE DI MALNATE;Comuni;2430;1;1;
2025;84111;84111;00404190787;18;11119767;COMUNE DI CARPANZANO;Comuni;2430;1;1;
2025;84111;84111;00412910069;01;11119855;COMUNE DI FRANCAVILLA BISIO;Comuni;2430;1;1;
2025;84111;84111;00421730037;01;11119949;COMUNE DI PIEDIMULERA;Comuni;2430;1;1;
2025;72200;72200;97413850583;12;23412778;ISTITUTO PER LA FINANZA E L 'ECONOMIA LOCALE - IFEL;Enti produttori di servizi economici;1720;1;1;
2025;84111;84111;80002490250;05;700521;COMUNE DI VALLADA AGORDINA;Comuni;2430;1;1;
2025;84111;84111;83000440616;15;11142081;COMUNE DI CARINOLA;Comuni;2430;1;1;
2025;84111;84111;80008730642;15;705686;COMUNE DI SANTA PAOLINA;Comuni;2430;1;1;
2025;84111;84111;80008930283;05;705825;COMUNE DI CAMPODORO;Comuni;2430;1;1;
2025;84111;84111;80009010739;16;705892;COMUNE DI SAN GIORGIO IONICO;Comuni;2430;1;1;
2025;84111;84111;80009530280;05;706218;COMUNE DI MASSANZAGO;Comuni;2430;1;1;
2025;84111;84111;00549740827;19;104391;COMUNE DI LASCARI;Comuni;2430;1;1;
2025;85402;85420;80002170720;16;700261;UNIVERSITA' DEGLI STUDI DI BARI ALDO MORO;Universita' pubbliche;2620;1;1;
2025;84111;84111;84001350242;05;725798;COMUNE DI ASIAGO;Comuni;2430;1;1;
2025;84111;84111;80022740650;15;11138727;COMUNE DI SAN MARZANO SUL SARNO;Comuni;2430;1;1;
2025;79900;79901;02910070164;03;19648285;AGENZIA PER LO SVILUPPO E LA PROMOZIONE TURISTICA DELLA PROVINCIA DI BERGAMO S.C.R.L.;Enti ed Agenzie per il turismo;1520;1;1;
2025;38110;38110;02298890845;19;20726874;DEDALO AMBIENTE AG.3 S.P.A. - IN LIQUIDAZIONE                                   ;Altri enti e istituzioni pubbliche locali;1310;1;1;
2025;86100;86103;03051890832;19;25617019;AZIENDA OSPEDALIERA UNIVERSITARIA POLICLINICO GAETANO MARTINO DI MESSINA;Aziende ospedaliero-universitarie e policlinici universitari pubblici;2500;1;1;
2025;84111;84111;00557630654;15;11121632;COMUNE DI AULETTA;Comuni;2430;1;1;
2025;84111;84111;00196880892;19;11117324;COMUNE DI PORTOPALO DI CAPO PASSERO;Comuni;2430;1;1;
2025;84111;84111;00493130041;01;94618;COMUNE DI BRA;Comuni;2430;1;1;
2025;84111;84111;00423460468;09;11301467;COMUNE DI PIEVE FOSCIANA;Comuni;2430;1;1;
2025;84111;84111;00890760804;18;173474;COMUNE DI CAULONIA;Comuni;2430;1;1;
2025;84111;84111;82001750239;05;720913;COMUNE DI BEVILACQUA;Comuni;2430;1;1;
2025;84111;84111;82002020871;19;721075;COMUNE DI VIZZINI;Comuni;2430;1;1;
2025;84111;84111;00260620786;18;11118147;COMUNE DI CAROLEI;Comuni;2430;1;1;
2025;91420;91040;91011660866;19;739943;ENTE PARCO MINERARIO FLORISTELLA GROTTACALDA;Consorzi e enti gestori di parchi e aree naturali protette;2751;1;1;
2025;84111;84111;02190130225;04;26852103;COMUNITA' ALTO GARDA E LEDRO;Comunita' montane;2440;1;1;
2025;91420;91040;94060750158;03;31360190;CONSORZIO PARCO AGRICOLO NORD EST;Consorzi e enti gestori di parchi e aree naturali protette;2740;1;1;
2025;84111;84111;84002030769;17;10701157;COMUNE DI ROTONDA;Comuni;2430;1;1;
2025;84111;84111;83000470910;20;11142087;COMUNE DI NORAGUGUME;Comuni;2430;1;1;
2025;84111;84111;00239980691;13;11117842;COMUNE DI GUARDIAGRELE;Comuni;2430;1;1;
2025;84111;84111;00142680669;13;20154;COMUNE DI PESCASSEROLI;Comuni;2430;1;1;
2025;84111;84111;00121280572;12;15417;COMUNE DI FIAMIGNANO;Comuni;2430;1;1;
2025;84111;84111;00150590610;15;16559266;COMUNE DI CAPUA;Comuni;2430;1;1;
2025;84111;84111;00859380107;07;165489;COMUNE DI BARGAGLI;Comuni;2430;1;1;
2025;84111;84111;00880000153;03;170659;COMUNE DI CORSICO;Comuni;2430;1;1;
2025;84111;84111;82000530756;16;11141067;COMUNE DI TUGLIE;Comuni;2430;1;1;
2025;84111;84111;82000870228;04;11141139;COMUNE DI PANCHIA';Comuni;2430;1;1;
2025;84111;84111;90075890088;07;25499798;COMUNITA' MONTANA INTEMELIA IN LIQUIDAZIONE;Comunita' montane;2440;1;1;
2025;91220;91030;02551570217;04;24610251;CASTELLI DI BOLZANO;Altri enti e istituzioni pubbliche locali;1720;1;1;
2025;74999;74909;03824010924;20;32143751;OPERE E INFRASTRUTTURE DELLA SARDEGNA S.R.L.;Altri enti e istituzioni pubbliche locali;1320;1;1;
2025;84111;84111;00561110123;03;106110;COMUNE DI CASSANO VALCUVIA;Comuni;2430;1;1;
2025;84111;84111;00301430195;03;59507;COMUNE DI RICENGO;Comuni;2430;1;1;
2025;84111;84111;00711150136;03;11123060;COMUNE DI TREZZONE;Comuni;2430;1;1;
2025;84111;84111;82000470607;12;11303928;COMUNE DI VILLA LATINA;Comuni;2430;1;1;
2025;84111;84111;00211750062;01;10697259;COMUNE DI SERRAVALLE SCRIVIA;Comuni;2430;1;1;
2025;84111;84111;90000510793;18;12534497;COMUNE DI CENADI;Comuni;2430;1;1;
2025;84111;84111;06931240722;16;25617022;AMMINISTRAZIONE PROVINCIALE DI  BARLETTA, ANDRIA  E  TRANI;Province e Città Metropolitane;2420;1;1;
2025;84111;84111;83002060651;15;11142353;COMUNE DI POLLA;Comuni;2430;1;1;
2025;84111;84111;00138030077;02;11116532;COMUNE DI RHEMES-SAINT-GEORGES;Comuni;2430;1;1;
2025;84111;84111;00546830241;05;103971;COMUNE DI MONTEGALDELLA;Comuni;2430;1;1;
2025;84111;84111;00275560837;19;53352;COMUNE DI VILLAFRANCA TIRRENA;Comuni;2430;1;1;
2025;84111;84111;83000810768;17;11142151;COMUNE DI MOLITERNO;Comuni;2430;1;1;
2025;84111;84111;00251050696;13;47556;COMUNE DI COLLEDIMEZZO;Comuni;2430;1;1;
2025;91420;91040;91007440497;09;11100707;PARCO NAZIONALE ARCIPELAGO TOSCANO;Consorzi e enti gestori di parchi e aree naturali protette;2751;1;1;
2025;84111;84111;84000710180;03;725620;COMUNE DI PIETRA DE' GIORGI;Comuni;2430;1;1;
2025;84134;52219;02727930360;08;19642261;AGENZIA PER LA MOBILITA' ED IL TRASPORTO PUBBLICO LOCALE DI MODENA S.P.A.;Altri enti e istituzioni pubbliche locali;1310;1;1;
2025;84111;84111;00542010160;03;103301;COMUNE DI LOCATELLO;Comuni;2430;1;1;
2025;47731;47731;02112880600;12;18689601;FARMACIA COMUNALE S.R.L. - IN LIQUIDAZIONE;Altri enti e istituzioni pubbliche locali;1320;1;1;
2025;47731;47731;01961830187;03;20080742;FARMACIA DI CIGOGNOLA S.R.L. IN LIQUIDAZIONE;Altri enti e istituzioni pubbliche locali;1330;1;1;
2025;84111;84111;95035200187;03;30871498;UNIONE DI COMUNI LOMBARDA OLTREPO' LOMBARDO;Unioni di comuni;2450;1;1;
2025;84111;84111;92010680921;20;11149641;COMUNE DI PULA;Comuni;2430;1;1;
2025;84111;84111;01299530012;01;12502591;COMUNE DI SAUZE DI CESANA;Comuni;2430;1;1;
2025;84111;84111;80003430057;01;12504099;COMUNE DI COSSOMBRATO;Comuni;2430;1;1;
2025;84111;84111;84000050223;04;12516560;COMUNE DI NAGO-TORBOLE;Comuni;2430;1;1;
2025;84111;84111;00278910229;04;12529690;COMUNE DI MEZZANO;Comuni;2430;1;1;
2025;84111;84111;80015110028;01;11138207;COMUNE DI CARESANABLOT;Comuni;2430;1;1;
2025;84111;84111;80007970116;07;11137157;COMUNE DI ZIGNAGO;Comuni;2430;1;1;
2025;84111;84111;83001510714;16;11142262;COMUNE DI SAN GIOVANNI ROTONDO;Comuni;2430;1;1;
2025;84111;84111;00949980171;03;186497;COMUNE DI TRENZANO;Comuni;2430;1;1;
2025;84111;84111;80001710070;02;12503919;COMUNE DI DOUES;Comuni;2430;1;1;
2025;84111;84111;00084540053;01;7758;COMUNE DI CANELLI;Comuni;2430;1;1;
2025;85402;85420;00308780345;08;61130;UNIVERSITA' DEGLI STUDI DI PARMA;Universita' pubbliche;2620;1;1;
2025;84111;84111;93005430256;05;751189;AMMINISTRAZIONE PROVINCIALE DI BELLUNO;Province e Città Metropolitane;2420;1;1;
2025;84111;84111;81002670644;15;11140357;COMUNE DI CARIFE;Comuni;2430;1;1;
2025;84111;84111;81002890663;13;11140396;COMUNE DI SAN BENEDETTO DEI MARSI;Comuni;2430;1;1;
2025;84111;84111;00323930198;03;11118919;COMUNE DI CORTE DE' FRATI;Comuni;2430;1;1;
2025;84111;84111;00362320780;18;11119350;COMUNE DI SAN BASILE;Comuni;2430;1;1;
2025;84111;84111;00367950060;01;11119393;COMUNE DI GAVI;Comuni;2430;1;1;
2025;84111;84111;00379150022;01;11119495;COMUNE DI RIVE;Comuni;2430;1;1;
2025;84111;84111;00309330124;03;61254;COMUNE DI SUMIRAGO;Comuni;2430;1;1;
2025;84111;84111;00330080169;03;65316;COMUNE DI CARENNO;Comuni;2430;1;1;
2025;84111;84111;00429440068;01;82420;COMUNE DI ALESSANDRIA;Comuni;2430;1;1;
2025;84111;84111;00433320033;01;83158;COMUNE DI PISANO;Comuni;2430;1;1;
2025;84111;84111;00183970508;09;31203;COMUNE DI VOLTERRA;Comuni;2430;1;1;
2025;84111;84111;00407650548;10;78870;COMUNE DI CANNARA;Comuni;2430;1;1;
2025;84111;84111;82002160925;20;11141408;COMUNE DI VILLASOR;Comuni;2430;1;1;
2025;84111;84111;82002950283;05;11141525;COMUNE DI PONSO;Comuni;2430;1;1;
2025;84111;84111;95125270108;07;25499737;COMUNITA' MONTANA VALLI GENOVESI SCRIVIA E POLCEVERA IN LIQUIDAZIONE;Comunita' montane;2440;1;1;
2025;84111;84111;03051620544;10;25499748;COMUNITA' MONTANA VALNERINA;Comunita' montane;2440;1;1;
2025;84111;84111;80006130613;12;703749;SCUOLA NAZIONALE DELL'AMMINISTRAZIONE;Enti produttori di servizi economici;2610;1;1;
2025;84111;84111;92108320901;20;24930317;UNIONE DEI COMUNI DEL COROS;Unioni di comuni;2450;1;1;
2025;84123;84123;06209840484;09;27915970;AUTORITA' PER IL SERVIZIO DI GESTIONE INTEGRATA DEI RIFIUTI URBANI ATO TOSCANA CENTRO;Enti di governo dei servizi idrici e/o dei rifiuti (ex AATO);2791;1;1;
2025;84111;84111;03611890157;03;554904;COMUNE DI RONCO BRIANTINO;Comuni;2430;1;1;
2025;84111;84111;00111040572;12;13023;COMUNE DI LEONESSA;Comuni;2430;1;1;
2025;84111;84111;00210240321;06;37873;COMUNE DI TRIESTE;Comuni;2430;1;1;
2025;84111;84111;00185360435;11;31633;COMUNE DI LORO PICENO;Comuni;2430;1;1;
2025;84111;84111;00380940445;11;74067;COMUNE DI MASSA FERMANA;Comuni;2430;1;1;
2025;86100;86101;06854100630;15;648706;AZIENDA OSPEDALIERA SANTOBONO - PAUSILIPON;Aziende ospedaliere pubbliche;2500;1;1;
2025;84111;84111;83002970016;01;11142489;COMUNE DI ALA DI STURA;Comuni;2430;1;1;
2025;84111;84111;00440510345;08;84583;COMUNE DI BORGO VAL DI TARO;Comuni;2430;1;1;
2025;84111;84111;00168600427;11;27239;COMUNE DI CAMERANO;Comuni;2430;1;1;
2025;70200;70220;02129950834;19;18830825;TIRRENO ECOSVILUPPO 2000 - SOCIETA' CONSORTILE A.R.L.;Altri enti e istituzioni pubbliche locali;1520;1;1;
2025;84111;84111;90031940571;12;18661664;UNIONE DEI COMUNI VALLE DELL'OLIO;Unioni di comuni;2450;1;1;
2025;84111;84111;81021460027;01;11140911;COMUNE DI CAMPIGLIA CERVO;Comuni;2430;1;1;
2025;84111;84111;83000190765;17;11142043;COMUNE DI CASTELSARACENO;Comuni;2430;1;1;
2025;84111;84111;82502910159;03;723109;COMUNE DI MALEO;Comuni;2430;1;1;
2025;90200;90010;01940970831;19;407655;ENTE AUTONOMO REGIONALE TEATRO DI MESSINA;Altri enti e istituzioni pubbliche locali;2791;1;1;
2025;84111;84111;00228640686;13;11117694;COMUNE DI CIVITELLA CASANOVA;Comuni;2430;1;1;
2025;84111;84111;00408000719;16;11119800;COMUNE DI CHIEUTI;Comuni;2430;1;1;
2025;84111;84111;80010130237;05;706629;COMUNE DI ROVERE' VERONESE;Comuni;2430;1;1;
2025;84111;84111;00313290603;12;62179;COMUNE DI ARCE;Comuni;2430;1;1;
2025;91220;91030;03937310260;05;22237890;FONDAZIONE ODERZO CULTURA;Altri enti e istituzioni pubbliche locali;1720;1;1;
2025;84111;84111;00444580062;01;85376;COMUNE DI SPINETO SCRIVIA;Comuni;2430;1;1;
2025;84111;84111;04139610242;05;31578011;COMUNE DI BARBARANO  MOSSANO;Comuni;2430;1;1;
2025;84111;84111;80006650305;06;11136879;COMUNE DI MORTEGLIANO;Comuni;2430;1;1;
2025;84111;84111;82000590016;01;11141083;COMUNE DI ARIGNANO;Comuni;2430;1;1;
2025;84111;84111;00207780255;05;37203;COMUNE DI ARSIE';Comuni;2430;1;1;
2025;84111;84111;80001390030;01;11135666;COMUNE DI SIZZANO;Comuni;2430;1;1;
2025;84111;84111;92002770623;15;743279;AMMINISTRAZIONE PROVINCIALE DI BENEVENTO;Province e Città Metropolitane;2420;1;1;
2025;84111;84111;02409760069;01;29045153;UNIONE MONTANA DAL TOBBIO AL COLMA;Unioni di comuni;2450;1;1;
2025;84111;84111;02652400587;12;507292;COMUNE DI CAPENA;Comuni;2430;1;1;
2025;84111;84111;80003270917;20;11136034;COMUNE DI SAN TEODORO;Comuni;2430;1;1;
2025;84111;84111;86000730829;19;727865;COMUNE DI CAMPOFELICE DI FITALIA;Comuni;2430;1;1;
2025;84111;84111;86001390581;12;727929;COMUNE DI RIOFREDDO;Comuni;2430;1;1;
2025;84111;84111;00460500069;01;11120521;COMUNE DI MONTEGIOCO;Comuni;2430;1;1;
2025;84111;84111;80010070326;06;706590;COMUNE DI SGONICO;Comuni;2430;1;1;
2025;84111;84111;80010130211;04;706628;COMUNE DI CORTACCIA SULLA STRADA DEL VINO;Comuni;2430;1;1;
2025;84111;84111;80010240135;03;706705;COMUNE DI ARGEGNO;Comuni;2430;1;1;
2025;84111;84111;80010350280;05;706785;COMUNE DI VIGONZA;Comuni;2430;1;1;
2025;84111;84111;80010530303;06;706883;COMUNE DI POZZUOLO DEL FRIULI;Comuni;2430;1;1;
2025;84111;84111;80011130566;12;707216;COMUNITA' MONTANA DEI CIMINI;Comunita' montane;2440;1;1;
2025;84111;84111;80011370261;05;707338;COMUNE DI CESSALTO;Comuni;2430;1;1;
2025;84111;84111;80011550615;15;707449;COMUNE DI PORTICO DI CASERTA;Comuni;2430;1;1;
2025;84111;84111;80011670173;03;707507;COMUNE DI CAINO;Comuni;2430;1;1;
2025;84111;84111;80012470573;12;707880;COMUNE DI TARANO;Comuni;2430;1;1;
2025;84111;84111;80013570645;15;708280;COMUNE DI SAN MARTINO VALLE CAUDINA;Comuni;2430;1;1;
2025;84111;84111;80013910163;03;708418;COMUNE DI PONTERANICA;Comuni;2430;1;1;
2025;84111;84111;80017140288;05;709645;COMUNE DI BRUGINE;Comuni;2430;1;1;
2025;84111;84111;80024370167;03;711310;COMUNE DI LALLIO;Comuni;2430;1;1;
2025;84111;84111;80025260201;03;711460;COMUNE DI GAZOLDO DEGLI IPPOLITI;Comuni;2430;1;1;
2025;84111;84111;80047160637;15;713085;COMUNE DI TORRE DEL GRECO;Comuni;2430;1;1;
2025;84111;84111;80100990151;03;714682;COMUNE DI CESATE;Comuni;2430;1;1;
2025;84111;84111;80101990150;03;714769;COMUNE DI ASSAGO;Comuni;2430;1;1;
2025;84111;84111;80108730583;12;714964;COMUNE DI ARDEA;Comuni;2430;1;1;
2025;84111;84111;80109890154;03;714992;COMUNE DI BASIGLIO;Comuni;2430;1;1;
2025;84111;84111;80143490581;12;715224;REGIONE LAZIO;Regioni;2410;1;1;
2025;84111;84111;80189850581;12;715582;COMUNE DI TREVIGNANO ROMANO;Comuni;2430;1;1;
2025;84111;84111;81000180745;16;716499;COMUNE DI CEGLIE MESSAPICA;Comuni;2430;1;1;
2025;84111;84111;81000190686;13;716507;COMUNE DI CASTIGLIONE A CASAURIA;Comuni;2430;1;1;
2025;84111;84111;81000350645;15;716604;COMUNE DI ARIANO IRPINO;Comuni;2430;1;1;
2025;84111;84111;81000350678;13;716605;COMUNE DI CELLINO ATTANASIO;Comuni;2430;1;1;
2025;84111;84111;81000370205;03;716612;COMUNE DI ASOLA;Comuni;2430;1;1;
2025;84111;84111;81000570283;05;716756;COMUNE DI TOMBOLO;Comuni;2430;1;1;
2025;84111;84111;81000850040;01;716943;COMUNE DI RODELLO;Comuni;2430;1;1;
2025;84111;84111;03255170585;12;539923;COMUNE DI CASTEL SAN PIETRO ROMANO;Comuni;2430;1;1;
2025;84111;84111;03366130155;03;544475;COMUNE DI ARESE;Comuni;2430;1;1;
2025;84111;84111;84500250158;03;548945;COMUNE DI BORGHETTO LODIGIANO;Comuni;2430;1;1;
2025;84111;84111;03614850158;03;555026;COMUNE DI VAPRIO D'ADDA;Comuni;2430;1;1;
2025;84111;84111;03944451008;12;569289;COMUNE DI SAN CESAREO;Comuni;2430;1;1;
2025;84111;84111;03959350152;03;569909;COMUNE DI BOVISIO-MASCIAGO;Comuni;2430;1;1;
2025;84111;84111;80000250748;16;698914;COMUNE DI BRINDISI;Comuni;2430;1;1;
2025;84111;84111;80000330656;15;698960;COMUNE DI SALERNO;Comuni;2430;1;1;
2025;84111;84111;00356330795;18;11119270;COMUNE DI SANT'ANDREA APOSTOLO DELLO IONIO;Comuni;2430;1;1;
2025;84111;84111;93016230182;03;33754602;UNIONE DEI COMUNI LOMBARDA MAGHERNO TORRE D'ARESE;Unioni di comuni;2450;1;1;
2025;84111;84111;02653380028;01;31574385;COMUNE DI ALTO SERMENZA;Comuni;2430;1;1;
2025;38110;38110;01684460783;18;16957620;CONSORZIO INTERCOMUNALE VALLE BISIRICO;Consorzi tra amministrazioni locali;2740;1;1;
2025;84111;84111;00206050254;05;36696;COMUNE DI VOLTAGO AGORDINO;Comuni;2430;1;1;
2025;84111;84111;00208930719;16;37508;COMUNE DI SANT'AGATA DI PUGLIA;Comuni;2430;1;1;
2025;84111;84111;00211160114;07;38135;COMUNE DI LA SPEZIA;Comuni;2430;1;1;
2025;84111;84111;00212670665;13;38540;COMUNE DI COLLARMELE;Comuni;2430;1;1;
2025;84111;84111;00214710113;07;39049;COMUNE DI LERICI;Comuni;2430;1;1;
2025;84111;84111;00214810046;01;39073;COMUNE DI FOSSANO;Comuni;2430;1;1;
2025;84111;84111;00216920330;08;39595;COMUNE DI ZIANO PIACENTINO;Comuni;2430;1;1;
2025;84111;84111;00218950640;15;40074;COMUNE DI CALITRI;Comuni;2430;1;1;
2025;84111;84111;00842970170;03;161450;COMUNE DI POZZOLENGO;Comuni;2430;1;1;
2025;84111;84111;00849050109;07;162849;REGIONE LIGURIA;Regioni;2410;1;1;
2025;84111;84111;00853850105;07;163992;COMUNE DI SERRA RICCO';Comuni;2430;1;1;
2025;84111;84111;00854480100;07;164159;COMUNE DI SANTA MARGHERITA LIGURE;Comuni;2430;1;1;
2025;84111;84111;00861930154;03;166194;COMUNE DI GORGONZOLA;Comuni;2430;1;1;
2025;84111;84111;00866540107;07;167395;COMUNE DI SAVIGNONE;Comuni;2430;1;1;
2025;84111;84111;00874410376;08;169334;COMUNE DI SAN GIOVANNI IN PERSICETO;Comuni;2430;1;1;
2025;70200;70220;01873180440;11;23203108;LINFA AZIENDA SPECIALE CAMERA DI COMMERCIO DELLE MARCHE AGROALIMENTARE;Altri enti e istituzioni pubbliche locali;1620;1;1;
2025;81100;81100;05961910964;03;25120303;GORGONZOLA SERVIZI COMUNALI S.R.L.;Altri enti e istituzioni pubbliche locali;1320;1;1;
2025;64210;64200;03438660163;03;25097083;UNICA SERVIZI SPA;Altri enti e istituzioni pubbliche locali;1310;1;1;
2025;84111;84111;03239740982;03;26279449;UNIONE DELLA BASSA VALLE CAMONICA;Unioni di comuni;2450;1;1;
2025;79900;79901;02403340983;03;20732253;VISIT BRESCIA SCRL;Enti ed Agenzie per il turismo;1520;1;1;
2025;84111;84111;02358290357;08;25499732;UNIONE COLLINE MATILDICHE;Unioni di comuni;2450;1;1;
2025;84111;84111;03050000540;10;25499747;COMUNITA' MONTANA ALTA UMBRIA;Comunita' montane;2440;1;1;
2025;84111;84111;90075880089;07;25499757;COMUNITA' MONTANA ARGENTINA ARMEA IN LIQUIDAZIONE;Comunita' montane;2440;1;1;
2025;84111;84111;91099210931;06;32904861;ENTE DI DECENTRAMENTO REGIONALE DI PORDENONE;Altri enti e istituzioni pubbliche locali;2791;1;1;
2025;84123;84123;92071100850;19;33085562;ASSEMBLEA TERRITORIALE IDRICA ATO CALTANISSETTA;Enti di governo dei servizi idrici e/o dei rifiuti (ex AATO);2791;1;1;
2025;68200;68200;00081830598;12;2229122;TERME DI FOGLIANO S.P.A. IN LIQUIDAZIONE;Altri enti e istituzioni pubbliche locali;1310;1;1;
2025;84111;84111;00688810951;20;17732738;COMUNE DI SIAMANNA;Comuni;2430;1;1;
2025;91420;91040;90045540599;12;25191982;ENTE PARCO NATURALE REGIONALE DEI MONTI AUSONI E LAGO DI FONDI;Consorzi e enti gestori di parchi e aree naturali protette;2751;1;1;
2025;84134;52219;02379841204;08;20731534;SRM - SOCIETA' RETI E MOBILITA' S.R.L.;Altri enti e istituzioni pubbliche locali;1320;1;1;
2025;84134;52219;01385770332;08;20921215;TEMPI AGENZIA S.R.L.;Altri enti e istituzioni pubbliche locali;1320;1;1;
2025;79900;79901;09693360019;01;24721379;VISIT PIEMONTE SCRL;Enti ed Agenzie per il turismo;1520;1;1;
2025;84139;84139;02667710202;03;33642690;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI CREMONA-MANTOVA-PAVIA;Camere di commercio, industria, artigianato e agricoltura;2720;1;1;
2025;84111;84111;01850560184;03;18505620;UNIONE LOMBARDA DEI COMUNI OLTREPADANI;Unioni di comuni;2450;1;1;
2025;84111;84111;03129420273;05;18545897;COMUNE DI CAVALLINO - TREPORTI;Comuni;2430;1;1;
2025;84111;84111;00033120437;11;1089;COMUNE DI MATELICA;Comuni;2430;1;1;
2025;84111;84111;00069680940;14;5314;COMUNE DI BAGNOLI DEL TRIGNO;Comuni;2430;1;1;
2025;84111;84111;00070150701;14;5391;COMUNE DI MONTORIO NEI FRENTANI;Comuni;2430;1;1;
2025;84111;84111;00072360050;01;5944;COMUNE DI ASTI;Comuni;2430;1;1;
2025;84111;84111;00075850909;20;6381;COMUNE DI THIESI;Comuni;2430;1;1;
2025;84111;84111;00077420701;14;6595;COMUNE DI SANTA CROCE DI MAGLIANO;Comuni;2430;1;1;
2025;84111;84111;00093810141;03;9433;COMUNE DI CASTIONE ANDEVENNO;Comuni;2430;1;1;
2025;84111;84111;00094050903;20;9480;COMUNE DI OSSI;Comuni;2430;1;1;
2025;84111;84111;00099580144;03;10309;COMUNE DI BORMIO;Comuni;2430;1;1;
2025;84111;84111;00102860079;02;11173;COMUNE DI COGNE;Comuni;2430;1;1;
2025;84111;84111;00106170590;12;11946;COMUNE DI CORI;Comuni;2430;1;1;
2025;84111;84111;00108190141;03;12309;COMUNE DI PIATEDA;Comuni;2430;1;1;
2025;84111;84111;00109970574;12;12705;COMUNE DI TOFFIA;Comuni;2430;1;1;
2025;84111;84111;00110960143;03;13006;COMUNE DI BIANZONE;Comuni;2430;1;1;
2025;84111;84111;00111620142;03;13169;COMUNE DI LANZADA;Comuni;2430;1;1;
2025;84111;84111;00113430573;12;13704;COMUNE DI ACCUMOLI;Comuni;2430;1;1;
2025;84111;84111;00120480140;03;15191;COMUNE DI TALAMONA;Comuni;2430;1;1;
2025;84111;84111;00121000699;13;15332;COMUNE DI MIGLIANICO;Comuni;2430;1;1;
2025;84111;84111;00528860240;05;101279;COMUNE DI CASTEGNERO;Comuni;2430;1;1;
2025;84111;84111;00530750165;03;101642;COMUNE DI PREMOLO;Comuni;2430;1;1;
2025;84111;84111;00532060134;03;101879;COMUNE DI GERA LARIO;Comuni;2430;1;1;
2025;84111;84111;00123470312;06;16015;COMUNE DI RONCHI DEI LEGIONARI;Comuni;2430;1;1;
2025;84111;84111;00130500119;07;17540;COMUNE DI SESTA GODANO;Comuni;2430;1;1;
2025;84111;84111;00134970805;18;18531;COMUNE DI OPPIDO MAMERTINA;Comuni;2430;1;1;
2025;84111;84111;00670360239;05;126127;COMUNE DI ERBEZZO;Comuni;2430;1;1;
2025;84111;84111;00671800878;19;126385;COMUNE DI PIEDIMONTE ETNEO;Comuni;2430;1;1;
2025;84111;84111;00678420134;03;127672;COMUNE DI POGNANA LARIO;Comuni;2430;1;1;
2025;84111;84111;00695070409;08;130825;COMUNE DI TREDOZIO;Comuni;2430;1;1;
