ISTITUZIONE;CONTRATTO;CATEGORIA_PARTENZA;QUALIFICA_PARTENZA;CATEGORIA_ARRIVO;QUALIFICA_ARRIVO;TIPO_PASSAGGIO;NUMERO_PASSAGGI
12586;RALN;IR;0IR000;EQ;0FZEQF;V;7
12586;RALN;IR;IR;IR;IR;O;0
12586;RALN;OE;0OEESP;IR;0IR000;V;5
12586;RALN;OE;OE;OE;OE;O;0
12586;RALN;OP;0OP000;OE;0OEESP;V;3
12586;RALN;OP;OP;OP;OP;O;0
14148;RALN;EQ;0FZEQF;DI;0D0164;V;2
14148;RALN;EQ;EQ;EQ;EQ;O;17
14148;RALN;IR;IR;IR;IR;O;30
14148;RALN;OE;OE;OE;OE;O;5
14148;RALN;OP;OP;OP;OP;O;0
9837;RALN;EQ;0FZEQF;DI;0D0165;V;1
9837;RALN;EQ;EQ;EQ;EQ;O;4
9837;RALN;IR;IR;IR;IR;O;1
9837;RALN;OE;OE;OE;OE;O;0
9837;RALN;OP;OP;OP;OP;O;0
9837;RALN;DI;0D0165;EQ;0FZEQF;V;1
9842;RALN;EQ;EQ;EQ;EQ;O;2
9842;RALN;IR;IR;IR;IR;O;6
9842;RALN;OE;OE;OE;OE;O;0
9842;RALN;OP;OP;OP;OP;O;0
9849;RALN;EQ;EQ;EQ;EQ;O;1
9849;RALN;IR;IR;IR;IR;O;1
9849;RALN;OE;OE;OE;OE;O;0
9849;RALN;OP;OP;OP;OP;O;0
9952;RALN;EQ;EQ;EQ;EQ;O;10
9952;RALN;IR;0IR000;EQ;0FZEQF;V;1
9952;RALN;IR;IR;IR;IR;O;0
9952;RALN;OE;OE;OE;OE;O;0
9952;RALN;OP;OP;OP;OP;O;0
9953;RALN;EQ;EQ;EQ;EQ;O;25
9953;RALN;IR;IR;IR;IR;O;10
9953;RALN;OE;OE;OE;OE;O;2
9953;RALN;OP;OP;OP;OP;O;0
9954;RALN;EQ;EQ;EQ;EQ;O;16
9954;RALN;IR;IR;IR;IR;O;12
9954;RALN;OE;OE;OE;OE;O;6
9954;RALN;OP;OP;OP;OP;O;1
10171;RALN;EQ;EQ;EQ;EQ;O;0
10171;RALN;IR;IR;IR;IR;O;0
10171;RALN;OE;0OEESP;IR;0IR000;V;1
10171;RALN;OE;OE;OE;OE;O;0
10171;RALN;OP;OP;OP;OP;O;0
10357;RALN;EQ;EQ;EQ;EQ;O;0
10357;RALN;IR;0IR000;EQ;0FZEQF;V;1
10357;RALN;IR;IR;IR;IR;O;0
10357;RALN;OE;0OEESP;IR;0IR000;V;1
10357;RALN;OE;OE;OE;OE;O;0
10357;RALN;OP;OP;OP;OP;O;0
10512;RALN;EQ;EQ;EQ;EQ;O;0
10512;RALN;IR;IR;IR;IR;O;0
10512;RALN;OE;OE;OE;OE;O;0
10512;RALN;OP;0OP000;OE;0OEESP;V;1
10512;RALN;OP;OP;OP;OP;O;0
10604;RALN;EQ;EQ;EQ;EQ;O;11
10604;RALN;IR;0IR000;EQ;0FZEQF;V;2
10604;RALN;IR;IR;IR;IR;O;3
10604;RALN;OE;OE;OE;OE;O;0
10604;RALN;OP;OP;OP;OP;O;0
10715;RALN;EQ;EQ;EQ;EQ;O;10
10715;RALN;IR;0IR000;EQ;0FZEQF;V;3
10715;RALN;IR;IR;IR;IR;O;2
10715;RALN;OE;OE;OE;OE;O;0
10715;RALN;OP;OP;OP;OP;O;0
10726;RALN;EQ;0FZEQF;DI;0D0165;V;1
10726;RALN;EQ;EQ;EQ;EQ;O;0
10726;RALN;IR;IR;IR;IR;O;0
10726;RALN;OE;OE;OE;OE;O;0
10726;RALN;OP;OP;OP;OP;O;0
10853;RALN;EQ;EQ;EQ;EQ;O;0
10853;RALN;IR;0IR000;EQ;0FZEQF;V;1
10853;RALN;IR;IR;IR;IR;O;3
10853;RALN;OE;OE;OE;OE;O;0
10853;RALN;OP;OP;OP;OP;O;0
10865;RALN;EQ;EQ;EQ;EQ;O;7
10865;RALN;IR;IR;IR;IR;O;4
10865;RALN;OE;OE;OE;OE;O;0
10865;RALN;OP;OP;OP;OP;O;0
11809;RALN;EQ;EQ;EQ;EQ;O;11
11809;RALN;IR;IR;IR;IR;O;21
11809;RALN;OE;OE;OE;OE;O;5
11809;RALN;OP;OP;OP;OP;O;0
11845;RALN;EQ;EQ;EQ;EQ;O;3
11845;RALN;IR;IR;IR;IR;O;1
11845;RALN;OE;OE;OE;OE;O;0
11845;RALN;OP;OP;OP;OP;O;0
11898;RALN;EQ;EQ;EQ;EQ;O;0
11898;RALN;IR;0IR000;EQ;0FZEQF;V;2
11898;RALN;IR;IR;IR;IR;O;0
11898;RALN;OE;OE;OE;OE;O;0
11898;RALN;OP;OP;OP;OP;O;0
12606;RALN;EQ;EQ;EQ;EQ;O;0
12606;RALN;IR;0IR000;EQ;0FZEQF;V;2
12606;RALN;IR;IR;IR;IR;O;0
12606;RALN;OE;OE;OE;OE;O;0
12606;RALN;OP;OP;OP;OP;O;0
12738;RALN;EQ;EQ;EQ;EQ;O;0
12738;RALN;IR;0IR000;EQ;0FZEQF;V;20
12738;RALN;IR;IR;IR;IR;O;0
12738;RALN;OE;OE;OE;OE;O;0
12738;RALN;OP;OP;OP;OP;O;0
12802;RALN;EQ;EQ;EQ;EQ;O;6
12802;RALN;IR;IR;IR;IR;O;17
12802;RALN;OE;OE;OE;OE;O;3
12802;RALN;OP;OP;OP;OP;O;1
12873;RALN;EQ;EQ;EQ;EQ;O;4
12873;RALN;IR;IR;IR;IR;O;6
12873;RALN;OE;OE;OE;OE;O;0
12873;RALN;OP;OP;OP;OP;O;0
12885;RALN;EQ;0FZEQF;DI;0D0165;V;1
12885;RALN;EQ;EQ;EQ;EQ;O;0
12885;RALN;IR;IR;IR;IR;O;0
12885;RALN;OE;OE;OE;OE;O;0
12885;RALN;OP;OP;OP;OP;O;0
12889;RALN;EQ;EQ;EQ;EQ;O;7
12889;RALN;IR;0IR000;EQ;0FZEQF;V;11
12889;RALN;IR;IR;IR;IR;O;78
12889;RALN;OE;0OEESP;IR;0IR000;V;15
12889;RALN;OE;OE;OE;OE;O;4
12889;RALN;OP;OP;OP;OP;O;0
12909;RALN;EQ;EQ;EQ;EQ;O;2
12909;RALN;IR;IR;IR;IR;O;0
12909;RALN;OE;OE;OE;OE;O;0
12909;RALN;OP;OP;OP;OP;O;0
12918;RALN;EQ;EQ;EQ;EQ;O;7
12918;RALN;IR;IR;IR;IR;O;5
12918;RALN;OE;OE;OE;OE;O;1
12918;RALN;OP;OP;OP;OP;O;0
14031;RALN;EQ;EQ;EQ;EQ;O;2
14031;RALN;IR;IR;IR;IR;O;0
14031;RALN;OE;OE;OE;OE;O;1
14031;RALN;OP;OP;OP;OP;O;0
157;RALN;EQ;EQ;EQ;EQ;O;3
157;RALN;IR;IR;IR;IR;O;4
157;RALN;OE;OE;OE;OE;O;7
157;RALN;OP;OP;OP;OP;O;0
158;RALN;EQ;EQ;EQ;EQ;O;5
158;RALN;IR;IR;IR;IR;O;5
158;RALN;OE;OE;OE;OE;O;24
158;RALN;OP;OP;OP;OP;O;2
186;RALN;EQ;EQ;EQ;EQ;O;1
186;RALN;IR;IR;IR;IR;O;1
186;RALN;OE;OE;OE;OE;O;0
186;RALN;OP;OP;OP;OP;O;0
10584;RALN;EQ;EQ;EQ;EQ;O;0
10584;RALN;IR;0IR000;EQ;0FZEQF;V;6
10584;RALN;IR;IR;IR;IR;O;0
10584;RALN;OE;0OEESP;IR;0IR000;V;3
10584;RALN;OE;OE;OE;OE;O;0
10584;RALN;OP;OP;OP;OP;O;0
10584;RALN;DI;0D0165;EQ;0FZEQF;V;1
10847;RALN;EQ;EQ;EQ;EQ;O;3
10847;RALN;IR;IR;IR;IR;O;5
10847;RALN;OE;OE;OE;OE;O;4
10847;RALN;OP;OP;OP;OP;O;0
10898;RALN;EQ;EQ;EQ;EQ;O;0
10898;RALN;IR;0IR000;EQ;0FZEQF;V;2
10898;RALN;IR;IR;IR;IR;O;0
10898;RALN;OE;0OEESP;IR;0IR000;V;1
10898;RALN;OE;OE;OE;OE;O;0
10898;RALN;OP;OP;OP;OP;O;0
10120;RALN;EQ;EQ;EQ;EQ;O;0
10120;RALN;IR;IR;IR;IR;O;0
10120;RALN;OE;0OEESP;IR;0IR000;V;1
10120;RALN;OE;OE;OE;OE;O;0
10120;RALN;OP;OP;OP;OP;O;0
10280;RALN;EQ;EQ;EQ;EQ;O;2
10280;RALN;IR;IR;IR;IR;O;1
10280;RALN;OE;OE;OE;OE;O;4
10280;RALN;OP;OP;OP;OP;O;0
10314;RALN;EQ;EQ;EQ;EQ;O;0
10314;RALN;IR;0IR000;EQ;0FZEQF;V;3
10314;RALN;IR;IR;IR;IR;O;0
10314;RALN;OE;OE;OE;OE;O;0
10314;RALN;OP;OP;OP;OP;O;0
10429;RALN;EQ;EQ;EQ;EQ;O;0
10429;RALN;IR;IR;IR;IR;O;1
10429;RALN;OE;OE;OE;OE;O;0
10429;RALN;OP;OP;OP;OP;O;0
10432;RALN;EQ;0FZEQF;IR;0IR000;V;1
10432;RALN;EQ;EQ;EQ;EQ;O;0
10432;RALN;IR;IR;IR;IR;O;0
10432;RALN;OE;OE;OE;OE;O;0
10432;RALN;OP;OP;OP;OP;O;0
10461;RALN;EQ;EQ;EQ;EQ;O;1
10461;RALN;IR;IR;IR;IR;O;2
10461;RALN;OE;OE;OE;OE;O;10
10461;RALN;OP;OP;OP;OP;O;0
10485;RALN;EQ;EQ;EQ;EQ;O;0
10485;RALN;IR;0IR000;EQ;0FZEQF;V;1
10485;RALN;IR;IR;IR;IR;O;0
10485;RALN;OE;OE;OE;OE;O;0
10485;RALN;OP;OP;OP;OP;O;0
10522;RALN;EQ;EQ;EQ;EQ;O;5
10522;RALN;IR;IR;IR;IR;O;2
10522;RALN;OE;OE;OE;OE;O;32
10522;RALN;OP;OP;OP;OP;O;0
10523;RALN;EQ;EQ;EQ;EQ;O;1
10523;RALN;IR;IR;IR;IR;O;4
10523;RALN;OE;OE;OE;OE;O;11
10523;RALN;OP;OP;OP;OP;O;0
10523;RALN;RU;0D0I95;EQ;0FZEQF;V;1
10579;RALN;EQ;EQ;EQ;EQ;O;9
10579;RALN;IR;0IR000;EQ;0FZEQF;V;9
10579;RALN;IR;IR;IR;IR;O;0
10579;RALN;OE;OE;OE;OE;O;0
10579;RALN;OP;OP;OP;OP;O;0
10580;RALN;EQ;EQ;EQ;EQ;O;1
10580;RALN;IR;0IR000;EQ;0FZEQF;V;2
10580;RALN;IR;IR;IR;IR;O;4
10580;RALN;OE;OE;OE;OE;O;5
10580;RALN;OP;OP;OP;OP;O;0
10581;RALN;EQ;0FZEQF;DI;0D0165;V;1
10581;RALN;EQ;EQ;EQ;EQ;O;2
10581;RALN;IR;IR;IR;IR;O;0
10581;RALN;OE;OE;OE;OE;O;0
10581;RALN;OP;OP;OP;OP;O;0
10600;RALN;EQ;EQ;EQ;EQ;O;3
10600;RALN;IR;IR;IR;IR;O;1
10600;RALN;OE;OE;OE;OE;O;0
10600;RALN;OP;OP;OP;OP;O;0
10611;RALN;EQ;EQ;EQ;EQ;O;2
10611;RALN;IR;IR;IR;IR;O;2
10611;RALN;OE;OE;OE;OE;O;4
10611;RALN;OP;OP;OP;OP;O;0
10630;RALN;DG;0D0097;DF;0D0098;V;1
10630;RALN;EQ;EQ;EQ;EQ;O;0
10630;RALN;IR;IR;IR;IR;O;0
10630;RALN;OE;OE;OE;OE;O;0
10630;RALN;OP;OP;OP;OP;O;0
10639;RALN;EQ;EQ;EQ;EQ;O;6
10639;RALN;IR;IR;IR;IR;O;4
10639;RALN;OE;OE;OE;OE;O;8
10639;RALN;OP;OP;OP;OP;O;0
10690;RALN;EQ;EQ;EQ;EQ;O;0
10690;RALN;IR;IR;IR;IR;O;2
10690;RALN;OE;OE;OE;OE;O;5
10690;RALN;OP;OP;OP;OP;O;0
10706;RALN;EQ;EQ;EQ;EQ;O;0
10706;RALN;IR;IR;IR;IR;O;1
10706;RALN;OE;OE;OE;OE;O;1
10706;RALN;OP;OP;OP;OP;O;0
10936;RALN;EQ;EQ;EQ;EQ;O;0
10936;RALN;IR;IR;IR;IR;O;0
10936;RALN;OE;0OEESP;IR;0IR000;V;1
10936;RALN;OE;OE;OE;OE;O;1
10936;RALN;OP;OP;OP;OP;O;0
11077;RALN;EQ;EQ;EQ;EQ;O;1
11077;RALN;IR;0IR000;EQ;0FZEQF;V;1
11077;RALN;IR;IR;IR;IR;O;0
11077;RALN;OE;OE;OE;OE;O;0
11077;RALN;OP;OP;OP;OP;O;0
11860;RALN;EQ;EQ;EQ;EQ;O;0
11860;RALN;IR;0IR000;EQ;0FZEQF;V;1
11860;RALN;IR;IR;IR;IR;O;1
11860;RALN;OE;OE;OE;OE;O;0
11860;RALN;OP;OP;OP;OP;O;0
11862;RALN;EQ;EQ;EQ;EQ;O;0
11862;RALN;IR;0IR000;EQ;0FZEQF;V;1
11862;RALN;IR;IR;IR;IR;O;0
11862;RALN;OE;OE;OE;OE;O;0
11862;RALN;OP;OP;OP;OP;O;0
12287;RALN;EQ;EQ;EQ;EQ;O;0
12287;RALN;IR;0IR000;EQ;0FZEQF;V;4
12287;RALN;IR;IR;IR;IR;O;0
12287;RALN;OE;OE;OE;OE;O;0
12287;RALN;OP;OP;OP;OP;O;0
12417;RALN;EQ;EQ;EQ;EQ;O;1
12417;RALN;IR;IR;IR;IR;O;7
12417;RALN;OE;OE;OE;OE;O;5
12417;RALN;OP;OP;OP;OP;O;0
12418;RALN;EQ;EQ;EQ;EQ;O;0
12418;RALN;IR;0IR000;EQ;0FZEQF;V;2
12418;RALN;IR;IR;IR;IR;O;0
12418;RALN;OE;OE;OE;OE;O;0
12418;RALN;OP;OP;OP;OP;O;0
12443;RALN;EQ;EQ;EQ;EQ;O;0
12443;RALN;IR;0IR000;EQ;0FZEQF;V;5
12443;RALN;IR;IR;IR;IR;O;0
12443;RALN;OE;OE;OE;OE;O;0
12443;RALN;OP;OP;OP;OP;O;0
12500;RALN;EQ;EQ;EQ;EQ;O;0
12500;RALN;IR;IR;IR;IR;O;0
12500;RALN;OE;0OEESP;EQ;0FZEQF;V;1
12500;RALN;OE;0OEESP;IR;0IR000;V;1
12500;RALN;OE;OE;OE;OE;O;0
12500;RALN;OP;OP;OP;OP;O;0
12579;RALN;EQ;EQ;EQ;EQ;O;1
12579;RALN;IR;IR;IR;IR;O;1
12579;RALN;OE;OE;OE;OE;O;0
12579;RALN;OP;OP;OP;OP;O;0
14336;RALN;EQ;EQ;EQ;EQ;O;2
14336;RALN;IR;IR;IR;IR;O;1
14336;RALN;OE;0OEESP;IR;0IR000;V;1
14336;RALN;OE;OE;OE;OE;O;16
14336;RALN;OP;OP;OP;OP;O;0
15381;RALN;EQ;EQ;EQ;EQ;O;2
15381;RALN;IR;IR;IR;IR;O;0
15381;RALN;OE;OE;OE;OE;O;0
15381;RALN;OP;OP;OP;OP;O;0
8729;RALN;EQ;EQ;EQ;EQ;O;0
8729;RALN;IR;IR;IR;IR;O;2
8729;RALN;OE;OE;OE;OE;O;0
8729;RALN;OP;OP;OP;OP;O;0
8731;RALN;EQ;EQ;EQ;EQ;O;1
8731;RALN;IR;IR;IR;IR;O;2
8731;RALN;OE;OE;OE;OE;O;0
8731;RALN;OP;OP;OP;OP;O;0
8732;RALN;EQ;EQ;EQ;EQ;O;1
8732;RALN;IR;IR;IR;IR;O;0
8732;RALN;OE;OE;OE;OE;O;0
8732;RALN;OP;OP;OP;OP;O;0
8734;RALN;EQ;EQ;EQ;EQ;O;0
8734;RALN;IR;IR;IR;IR;O;2
8734;RALN;OE;OE;OE;OE;O;3
8734;RALN;OP;OP;OP;OP;O;0
8735;RALN;EQ;EQ;EQ;EQ;O;2
8735;RALN;IR;0IR000;EQ;0FZEQF;V;1
8735;RALN;IR;IR;IR;IR;O;5
8735;RALN;OE;OE;OE;OE;O;1
8735;RALN;OP;OP;OP;OP;O;0
8736;RALN;EQ;EQ;EQ;EQ;O;1
8736;RALN;IR;IR;IR;IR;O;0
8736;RALN;OE;OE;OE;OE;O;0
8736;RALN;OP;OP;OP;OP;O;0
8737;RALN;EQ;EQ;EQ;EQ;O;2
8737;RALN;IR;IR;IR;IR;O;2
8737;RALN;OE;OE;OE;OE;O;3
8737;RALN;OP;OP;OP;OP;O;0
8745;RALN;EQ;EQ;EQ;EQ;O;0
8745;RALN;IR;IR;IR;IR;O;0
8745;RALN;OE;OE;OE;OE;O;1
8745;RALN;OP;OP;OP;OP;O;0
8746;RALN;EQ;EQ;EQ;EQ;O;2
8746;RALN;IR;IR;IR;IR;O;2
8746;RALN;OE;OE;OE;OE;O;1
8746;RALN;OP;OP;OP;OP;O;0
8747;RALN;EQ;EQ;EQ;EQ;O;0
8747;RALN;IR;IR;IR;IR;O;2
8747;RALN;OE;OE;OE;OE;O;1
8747;RALN;OP;OP;OP;OP;O;0
8877;RALN;EQ;EQ;EQ;EQ;O;1
8877;RALN;IR;IR;IR;IR;O;0
8877;RALN;OE;OE;OE;OE;O;2
8877;RALN;OP;OP;OP;OP;O;0
8906;RALN;EQ;EQ;EQ;EQ;O;0
8906;RALN;IR;IR;IR;IR;O;0
8906;RALN;OE;OE;OE;OE;O;2
8906;RALN;OP;OP;OP;OP;O;0
8908;RALN;EQ;EQ;EQ;EQ;O;0
8908;RALN;IR;IR;IR;IR;O;0
8908;RALN;OE;OE;OE;OE;O;1
8908;RALN;OP;OP;OP;OP;O;0
8931;RALN;EQ;EQ;EQ;EQ;O;1
8931;RALN;IR;0IR000;EQ;0FZEQF;V;1
8931;RALN;IR;IR;IR;IR;O;1
8931;RALN;OE;OE;OE;OE;O;1
8931;RALN;OP;OP;OP;OP;O;0
9001;RALN;EQ;EQ;EQ;EQ;O;0
9001;RALN;IR;IR;IR;IR;O;0
9001;RALN;OE;OE;OE;OE;O;1
9001;RALN;OP;OP;OP;OP;O;0
10593;RALN;EQ;EQ;EQ;EQ;O;1
10593;RALN;IR;IR;IR;IR;O;0
10593;RALN;OE;OE;OE;OE;O;0
10593;RALN;OP;OP;OP;OP;O;0
10728;RALN;EQ;EQ;EQ;EQ;O;0
10728;RALN;IR;IR;IR;IR;O;0
10728;RALN;OE;OE;OE;OE;O;1
10728;RALN;OP;OP;OP;OP;O;0
10731;RALN;EQ;EQ;EQ;EQ;O;0
10731;RALN;IR;IR;IR;IR;O;1
10731;RALN;OE;OE;OE;OE;O;1
10731;RALN;OP;OP;OP;OP;O;0
10737;RALN;EQ;EQ;EQ;EQ;O;1
10737;RALN;IR;IR;IR;IR;O;1
10737;RALN;OE;OE;OE;OE;O;0
10737;RALN;OP;OP;OP;OP;O;0
10808;RALN;EQ;EQ;EQ;EQ;O;0
10808;RALN;IR;IR;IR;IR;O;1
10808;RALN;OE;OE;OE;OE;O;0
10808;RALN;OP;OP;OP;OP;O;0
10837;RALN;EQ;EQ;EQ;EQ;O;3
10837;RALN;IR;IR;IR;IR;O;0
10837;RALN;OE;OE;OE;OE;O;0
10837;RALN;OP;OP;OP;OP;O;0
9029;RALN;EQ;EQ;EQ;EQ;O;13
9029;RALN;IR;0IR000;EQ;0FZEQF;V;9
9029;RALN;IR;IR;IR;IR;O;13
9029;RALN;OE;0OEESP;IR;0IR000;V;5
9029;RALN;OE;OE;OE;OE;O;5
9029;RALN;OP;OP;OP;OP;O;0
9030;RALN;EQ;0FZEQF;DI;0D0165;V;1
9030;RALN;EQ;EQ;EQ;EQ;O;1
9030;RALN;IR;IR;IR;IR;O;0
9030;RALN;OE;OE;OE;OE;O;0
9030;RALN;OP;OP;OP;OP;O;0
9032;RALN;EQ;EQ;EQ;EQ;O;3
9032;RALN;IR;0IR000;EQ;0FZEQF;V;1
9032;RALN;IR;IR;IR;IR;O;7
9032;RALN;OE;0OEESP;IR;0IR000;V;3
9032;RALN;OE;OE;OE;OE;O;8
9032;RALN;OP;OP;OP;OP;O;2
9032;RALN;DI;0D0164;DG;0D0097;V;1
9032;RALN;DI;0D0165;DI;0D0164;O;2
9034;RALN;EQ;EQ;EQ;EQ;O;0
9034;RALN;IR;0IR000;EQ;0FZEQF;V;2
9034;RALN;IR;IR;IR;IR;O;0
9034;RALN;OE;OE;OE;OE;O;0
9034;RALN;OP;0OP000;OE;0OEESP;V;1
9034;RALN;OP;OP;OP;OP;O;0
9035;RALN;EQ;EQ;EQ;EQ;O;0
9035;RALN;IR;0IR000;EQ;0FZEQF;V;4
9035;RALN;IR;IR;IR;IR;O;0
9035;RALN;OE;0OEESP;IR;0IR000;V;8
9035;RALN;OE;OE;OE;OE;O;0
9035;RALN;OP;0OP000;OE;0OEESP;V;2
9035;RALN;OP;OP;OP;OP;O;0
9037;RALN;EQ;EQ;EQ;EQ;O;16
9037;RALN;IR;IR;IR;IR;O;23
9037;RALN;OE;OE;OE;OE;O;18
9037;RALN;OP;0OP000;OE;0OEESP;V;2
9037;RALN;OP;OP;OP;OP;O;3
9038;RALN;EQ;EQ;EQ;EQ;O;0
9038;RALN;IR;0IR000;EQ;0FZEQF;V;1
9038;RALN;IR;IR;IR;IR;O;0
9038;RALN;OE;OE;OE;OE;O;0
9038;RALN;OP;OP;OP;OP;O;0
9043;RALN;EQ;0FZEQF;DI;0D0165;V;1
9043;RALN;EQ;EQ;EQ;EQ;O;1
9043;RALN;IR;IR;IR;IR;O;0
9043;RALN;OE;OE;OE;OE;O;0
9043;RALN;OP;OP;OP;OP;O;0
9046;RALN;EQ;0FZEQF;DI;0D0165;V;1
9046;RALN;EQ;EQ;EQ;EQ;O;0
9046;RALN;IR;0IR000;EQ;0FZEQF;V;16
9046;RALN;IR;IR;IR;IR;O;0
9046;RALN;OE;0OEESP;IR;0IR000;V;2
9046;RALN;OE;OE;OE;OE;O;0
9046;RALN;OP;0OP000;OE;0OEESP;V;1
9046;RALN;OP;OP;OP;OP;O;0
9047;RALN;EQ;0FZEQF;RU;0D0I96;V;4
9047;RALN;EQ;EQ;EQ;EQ;O;10
9047;RALN;IR;IR;IR;IR;O;13
9047;RALN;OE;OE;OE;OE;O;7
9047;RALN;OP;OP;OP;OP;O;2
9047;RALN;RU;0D0I96;DI;0D0165;V;1
9049;RALN;EQ;EQ;EQ;EQ;O;13
9049;RALN;IR;IR;IR;IR;O;19
9049;RALN;OE;OE;OE;OE;O;15
9049;RALN;OP;OP;OP;OP;O;0
9051;RALN;EQ;EQ;EQ;EQ;O;12
9051;RALN;IR;IR;IR;IR;O;15
9051;RALN;OE;OE;OE;OE;O;8
9051;RALN;OP;OP;OP;OP;O;0
9052;RALN;EQ;EQ;EQ;EQ;O;30
9052;RALN;IR;IR;IR;IR;O;25
9052;RALN;OE;OE;OE;OE;O;33
9052;RALN;OP;OP;OP;OP;O;0
9054;RALN;EQ;0FZEQF;DF;0D0098;V;1
9054;RALN;EQ;EQ;EQ;EQ;O;0
9054;RALN;IR;IR;IR;IR;O;0
9054;RALN;OE;OE;OE;OE;O;0
9054;RALN;OP;OP;OP;OP;O;0
9057;RALN;EQ;EQ;EQ;EQ;O;0
9057;RALN;IR;IR;IR;IR;O;0
9057;RALN;OE;0OEESP;IR;0IR000;V;17
9057;RALN;OE;OE;OE;OE;O;0
9057;RALN;OP;OP;OP;OP;O;0
9059;RALN;EQ;EQ;EQ;EQ;O;0
9059;RALN;IR;IR;IR;IR;O;0
9059;RALN;OE;0OEESP;IR;0IR000;V;3
9059;RALN;OE;OE;OE;OE;O;0
9059;RALN;OP;OP;OP;OP;O;0
9066;RALN;EQ;EQ;EQ;EQ;O;9
9066;RALN;IR;IR;IR;IR;O;10
9066;RALN;OE;OE;OE;OE;O;38
9066;RALN;OP;OP;OP;OP;O;0
9068;RALN;EQ;0FZEQF;DI;0D0165;V;1
9068;RALN;EQ;EQ;EQ;EQ;O;0
9068;RALN;IR;IR;IR;IR;O;0
9068;RALN;OE;OE;OE;OE;O;0
9068;RALN;OP;OP;OP;OP;O;0
9072;RALN;EQ;EQ;EQ;EQ;O;0
9072;RALN;IR;0IR000;EQ;0FZEQF;V;2
9072;RALN;IR;IR;IR;IR;O;0
9072;RALN;OE;0OEESP;IR;0IR000;V;2
9072;RALN;OE;OE;OE;OE;O;0
9072;RALN;OP;0OP000;OE;0OEESP;V;1
9072;RALN;OP;OP;OP;OP;O;0
9076;RALN;EQ;EQ;EQ;EQ;O;20
9076;RALN;IR;IR;IR;IR;O;8
9076;RALN;OE;OE;OE;OE;O;6
9076;RALN;OP;OP;OP;OP;O;1
9081;RALN;EQ;EQ;EQ;EQ;O;5
9081;RALN;IR;0IR000;EQ;0FZEQF;V;4
9081;RALN;IR;IR;IR;IR;O;7
9081;RALN;OE;0OEESP;IR;0IR000;V;6
9081;RALN;OE;OE;OE;OE;O;6
9081;RALN;OP;OP;OP;OP;O;0
9082;RALN;EQ;EQ;EQ;EQ;O;8
9082;RALN;IR;IR;IR;IR;O;18
9082;RALN;OE;OE;OE;OE;O;0
9082;RALN;OP;OP;OP;OP;O;3
9083;RALN;EQ;0FZEQF;DI;0D0165;V;1
9083;RALN;EQ;EQ;EQ;EQ;O;13
9083;RALN;IR;0IR000;EQ;0FZEQF;V;1
9083;RALN;IR;IR;IR;IR;O;4
9083;RALN;OE;0OEESP;IR;0IR000;V;2
9083;RALN;OE;OE;OE;OE;O;8
9083;RALN;OP;OP;OP;OP;O;0
9085;RALN;EQ;EQ;EQ;EQ;O;0
9085;RALN;IR;0IR000;EQ;0FZEQF;V;1
9085;RALN;IR;IR;IR;IR;O;0
9085;RALN;OE;OE;OE;OE;O;0
9085;RALN;OP;OP;OP;OP;O;0
9085;RALN;DI;0D0165;DI;0D0164;O;1
9086;RALN;EQ;0FZEQF;RU;0D0I95;V;1
9086;RALN;EQ;EQ;EQ;EQ;O;18
9086;RALN;IR;IR;IR;IR;O;3
9086;RALN;OE;OE;OE;OE;O;0
9086;RALN;OP;OP;OP;OP;O;0
9087;RALN;EQ;0FZEQF;DI;0D0165;V;1
9087;RALN;EQ;EQ;EQ;EQ;O;0
9087;RALN;IR;IR;IR;IR;O;0
9087;RALN;OE;OE;OE;OE;O;0
9087;RALN;OP;OP;OP;OP;O;0
9088;RALN;EQ;EQ;EQ;EQ;O;19
9088;RALN;IR;0IR000;EQ;0FZEQF;V;2
9088;RALN;IR;IR;IR;IR;O;35
9088;RALN;OE;0OEESP;IR;0IR000;V;5
9088;RALN;OE;OE;OE;OE;O;56
9088;RALN;OP;OP;OP;OP;O;0
9089;RALN;EQ;EQ;EQ;EQ;O;7
9089;RALN;IR;0IR000;EQ;0FZEQF;V;3
9089;RALN;IR;IR;IR;IR;O;20
9089;RALN;OE;0OEESP;IR;0IR000;V;1
9089;RALN;OE;OE;OE;OE;O;16
9089;RALN;OP;OP;OP;OP;O;0
9091;RALN;EQ;EQ;EQ;EQ;O;5
9091;RALN;IR;IR;IR;IR;O;3
9091;RALN;OE;OE;OE;OE;O;1
9091;RALN;OP;OP;OP;OP;O;1
9092;RALN;EQ;EQ;EQ;EQ;O;8
9092;RALN;IR;IR;IR;IR;O;15
9092;RALN;OE;OE;OE;OE;O;11
9092;RALN;OP;OP;OP;OP;O;0
9093;RALN;EQ;EQ;EQ;EQ;O;0
9093;RALN;IR;0IR000;EQ;0FZEQF;V;10
9093;RALN;IR;IR;IR;IR;O;0
9093;RALN;OE;0OEESP;IR;0IR000;V;3
9093;RALN;OE;OE;OE;OE;O;0
9093;RALN;OP;OP;OP;OP;O;0
9094;RALN;EQ;0FZEQF;DI;0D0165;V;1
9094;RALN;EQ;EQ;EQ;EQ;O;0
9094;RALN;IR;IR;IR;IR;O;0
9094;RALN;OE;OE;OE;OE;O;0
9094;RALN;OP;OP;OP;OP;O;0
9095;RALN;EQ;EQ;EQ;EQ;O;0
