ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_CESSAZIONE;UOMINI;DONNE
C2904;REVA;CB;032000;C03;1;0
N8720;REVA;CB;032000;C28;1;0
N8720;REVA;CB;032000;C18;0;1
RS9208;REVA;CB;032000;C03;11;9
C476;REVA;CB;032000;C28;0;2
RS9208;REVA;CB;032000;C01;0;2
RS9208;REVA;CB;032000;C18;0;1
C2446;REVA;CB;032000;C01;1;0
C476;REVA;CB;032000;C18;1;0
C476;REVA;CB;032000;C01;0;1
C476;REVA;CB;032000;C03;1;0
C2268;REVA;CB;032000;C18;1;0
N8719;REVA;CB;032000;C03;0;1
C3724;REVA;CB;032000;C03;0;1
C2022;REVA;CB;032000;C03;1;0
C2266;REVA;CB;032000;C99;1;0
C4962;REVA;CB;032000;C01;0;1
T10845;REVA;CB;032000;C28;1;0
N8723;REVA;CB;032000;C03;0;1
C3724;REVA;CB;032000;C28;1;0
C6240;REFR;CA;023000;C99;0;1
D8403;PRBZ;DI;0D0079;C18;1;0
C970;PRBZ;DI;0D0079;C03;1;0
RS9211;PRBZ;DI;0D0079;C03;5;0
RS9211;PRBZ;DI;0D0079;C01;1;0
C4251;PRBZ;DI;0D0079;C03;1;0
D8403;PRBZ;CD;000715;C01;1;0
RS9211;PRBZ;CD;000715;C01;0;1
C1445;PRBZ;CD;000715;C18;1;0
C970;PRBZ;CD;000715;C03;0;1
RS9211;PRBZ;CD;000715;C03;3;2
C1177;PRBZ;CD;000715;C99;1;0
C4112;PRBZ;CD;000715;C18;0;1
C4251;PRBZ;CD;000717;C03;2;0
C2870;PRBZ;CD;000717;C01;1;0
C7785;PRBZ;CD;000717;C03;1;0
D8403;PRBZ;CD;000717;C03;1;0
RS9211;PRBZ;CD;000717;C03;16;20
RS9211;PRBZ;CD;000717;C19;0;1
C3693;PRBZ;CD;000717;C19;0;1
C5764;PRBZ;CD;000717;C28;1;0
N8775;PRBZ;CD;000717;C18;0;1
N8776;PRBZ;CD;000717;C03;0;1
C970;PRBZ;CD;000717;C19;0;1
AP198;PRBZ;CD;000717;C18;0;1
C970;PRBZ;CD;000717;C28;1;0
RS9211;PRBZ;CD;000717;C99;0;1
RS9211;PRBZ;CD;000717;C01;3;1
C970;PRBZ;CD;000717;C99;3;2
P9068;RALN;DG;0D0097;C01;1;0
R9191;RALN;DG;0D0097;C99;1;0
ER12918;RALN;DG;0D0097;C21;1;0
CS14492;RALN;DG;0D0097;C03;0;1
D8375;RALN;DG;0D0097;C99;0;1
C7929;RALN;DG;0D0097;C01;1;0
R9202;RALN;DG;0D0097;C99;1;0
ER14011;RALN;DG;0D0097;C99;1;0
R9197;RALN;DG;0D0097;C01;1;0
C430;RALN;DG;0D0097;C99;1;0
P9071;RALN;DG;0D0097;C28;1;0
C7973;RALN;DG;0D0097;C21;1;0
CM9053;RALN;DG;0D0097;C21;1;0
ES155;RALN;DG;0D0097;C28;0;1
RA68;RALN;DG;0D0097;C01;0;1
ER9954;RALN;DG;0D0097;C28;1;0
D8384;RALN;DG;0D0097;C99;1;0
ER12738;RALN;DG;0D0097;C03;0;1
D8341;RALN;DG;0D0097;C99;1;0
R9201;RALN;DG;0D0097;C01;1;0
R9813;RALN;DG;0D0097;C99;1;0
IP11860;RALN;DG;0D0097;C28;0;1
ER12504;RALN;DG;0D0097;C21;1;0
ER9849;RALN;DG;0D0097;C99;1;0
C1128;RALN;DG;0D0097;C99;1;0
ER12595;PRBZ;RP;000000;C03;2;0
ER12544;PRBZ;RP;000000;C28;4;1
ER12544;PRBZ;RP;000000;C03;15;0
ER12595;PRBZ;RP;000000;C21;12;7
RS9830;PRTN;DI;0D0164;C21;1;1
U9602;PRTN;DI;0D0164;C19;0;1
U9602;PRTN;DI;0D0164;C03;1;0
U9602;PRTN;DI;0D0164;C01;0;1
RS9830;PRTN;DI;0D0164;C03;1;1
RS9830;PRTN;DI;0D0164;C01;2;0
RS9830;PRTN;VD;0D0679;C03;4;0
RS9830;PRTN;VD;0D0679;C03;1;0
RS9830;PRTN;VD;0D0679;C01;1;1
RS9830;PRTN;VD;0D0679;C28;3;7
RS9830;PRTN;VD;0D0679;C21;1;1
C346;PRTN;CD;0DE000;C01;1;0
RS9830;PRTN;CD;0DE000;C21;3;1
C7607;PRTN;CD;0DE000;C03;1;0
C7607;PRTN;CD;0DE000;C18;1;0
RS9830;PRTN;CD;0DE000;C01;1;0
RS9830;PRTN;CD;0DE000;C18;1;1
C6229;PRTN;CD;0DE000;C01;0;1
RS9830;PRTN;CD;0DE000;C28;4;2
C4892;PRTN;CD;0DE000;C99;1;0
C4293;PRTN;CD;0DE000;C21;0;1
RS9830;PRTN;CD;0DE000;C03;2;0
C3533;RALN;FP;0D0485;C19;1;0
C7242;RALN;FP;0D0485;C18;0;1
C508;RALN;FP;0D0485;C25;0;1
C5755;RALN;FP;0D0485;C18;0;1
C3532;RALN;FP;0D0485;C19;0;1
C1366;RALN;FP;0D0485;C18;0;1
C1086;RALN;FP;0D0485;C18;0;1
C4040;RALN;FP;0D0485;C18;0;1
C5054;RALN;FP;0D0485;C99;1;0
C2130;RALN;FP;0D0485;C18;1;0
C5568;RALN;FP;0D0485;C19;1;0
C1202;RALN;FP;0D0485;C18;0;1
C7121;RALN;FP;0D0485;C18;1;0
C928;RALN;FP;0D0485;C18;0;1
C3508;RALN;FP;0D0485;C18;0;1
C4119;RALN;FP;0D0485;C19;0;1
C6705;RALN;FP;0D0485;C99;1;0
C6110;RALN;FP;0D0485;C99;0;1
C457;RALN;FP;0D0485;C18;0;1
C2972;RALN;FP;0D0485;C99;1;0
C4445;RALN;FP;0D0485;C99;1;0
C4806;RALN;FP;0D0485;C18;0;1
C6489;RALN;FP;0D0485;C18;0;1
C4830;RALN;FP;0D0485;C99;0;1
M8655;RALN;FP;0D0485;C99;1;0
C1962;RALN;FP;0D0485;C18;0;1
C620;RALN;FP;0D0485;C18;1;0
C6939;RALN;FP;0D0485;C99;0;1
C8214;RALN;FP;0D0485;C18;0;1
M8655;RALN;FP;0D0485;C28;1;0
C2942;RALN;FP;0D0485;C18;1;0
C2339;RALN;FP;0D0485;C18;0;1
C6333;RALN;FP;0D0485;C28;1;0
C3896;RALN;FP;0D0485;C19;0;1
C7454;RALN;FP;0D0485;C18;0;1
C6592;RALN;FP;0D0485;C18;0;1
C7694;RALN;FP;0D0485;C18;0;1
C6553;RALN;FP;0D0485;C18;1;0
C4283;RALN;FP;0D0485;C99;1;0
C1597;RALN;FP;0D0485;C03;0;1
C6692;RALN;FP;0D0485;C18;0;1
C349;RALN;FP;0D0485;C18;1;0
C3288;RALN;FP;0D0485;C18;1;0
C6090;RALN;FP;0D0485;C18;1;0
C2561;RALN;FP;0D0485;C17;1;0
C7113;RALN;FP;0D0485;C99;1;0
C2848;RALN;FP;0D0485;C28;0;1
C8049;RALN;FP;0D0485;C18;1;0
C7039;RALN;FP;0D0485;C18;0;1
C657;RALN;FP;0D0485;C03;1;0
C5576;RALN;FP;0D0485;C18;1;0
C6096;RALN;FP;0D0485;C18;0;1
C6779;RALN;FP;0D0485;C18;1;0
C4098;RALN;FP;0D0485;C19;1;0
C605;RALN;FP;0D0485;C18;0;1
C4047;RALN;FP;0D0485;C18;0;1
C1780;RALN;FP;0D0485;C18;0;1
C4631;RALN;FP;0D0485;C18;1;0
C4475;RALN;FP;0D0485;C18;0;1
C2098;RALN;FP;0D0485;C28;1;0
C3892;RALN;FP;0D0485;C18;1;0
C1387;RALN;FP;0D0485;C03;0;1
C1796;RALN;FP;0D0485;C18;0;1
C2549;RALN;FP;0D0485;C18;1;0
C1018;RALN;FP;0D0485;C18;0;1
C471;RALN;FP;0D0485;C18;1;1
C2723;RALN;FP;0D0485;C18;1;0
C7530;RALN;FP;0D0485;C18;1;0
C3216;RALN;FP;0D0485;C19;1;0
C6214;RALN;FP;0D0485;C18;0;1
C3159;RALN;FP;0D0485;C18;1;0
C4029;RALN;FP;0D0485;C18;0;1
C5645;RALN;FP;0D0485;C25;0;1
C1844;RALN;FP;0D0485;C19;1;0
C2488;RALN;FP;0D0485;C18;0;1
C12497;RALN;FP;0D0485;C28;1;0
C6744;RALN;FP;0D0485;C18;0;1
C3835;RALN;FP;0D0485;C18;0;1
C774;RALN;FP;0D0485;C18;0;1
C2579;RALN;FP;0D0485;C03;1;0
C511;RALN;FP;0D0485;C18;0;1
C7976;RALN;FP;0D0485;C99;1;0
C961;RALN;FP;0D0485;C18;1;0
C7907;RALN;FP;0D0485;C18;1;0
J9694;SSNA;EZ;AEQCAS;C28;0;1
Q9149;UNIV;CD;051000;C01;1;3
Q9141;UNIV;CD;051000;C03;1;3
Q9142;UNIV;CD;051000;C99;1;0
Q9142;UNIV;CD;051000;C21;1;0
Q9184;UNIV;CD;051000;C01;1;0
Q9142;UNIV;CD;051000;C01;0;1
Q9159;UNIV;CD;051000;C01;3;3
Q9183;UNIV;CD;051000;C01;1;0
Q9167;UNIV;CD;051000;C01;1;0
Q9141;UNIV;CD;051000;C19;1;0
Q9149;UNIV;CD;051000;C03;0;2
Q9141;UNIV;CD;051000;C21;0;3
Q9167;UNIV;CD;051000;C99;1;0
Q9183;UNIV;CD;051000;C03;0;1
Q9135;UNIV;CD;051000;C28;1;1
Q9186;UNIV;CD;051000;C19;1;0
Q9147;UNIV;CD;051000;C99;1;0
Q9175;UNIV;CD;051000;C01;0;1
Q9141;UNIV;CD;051000;C01;1;2
Q9147;UNIV;CD;051000;C01;0;1
Q9142;UNIV;CD;051000;C03;1;1
Q9137;UNIV;CD;051000;C99;1;0
Q9175;UNIV;CD;051000;C99;1;2
Q9137;UNIV;CD;051000;C01;2;0
Q9146;UNIV;CD;051000;C19;0;1
Q9159;UNIV;CD;051000;C99;2;2
Q9154;UNIV;CD;051000;C03;1;0
Q9188;UNIV;CD;051000;C01;1;0
Q9159;UNIV;CD;051000;C03;1;1
Q9134;UNIV;CD;051000;C01;0;1
Q9149;UNIV;CD;051000;C28;1;1
Q9149;UNIV;CD;051000;C19;1;0
Q9155;UNIV;CD;051000;C01;1;0
Q9174;UNIV;CD;051000;C03;1;1
Q9173;UNIV;CD;051000;C01;1;0
Q9173;UNIV;CD;051000;C19;1;0
Q9177;UNIV;CD;051000;C21;1;0
Q9133;UNIV;CD;051000;C03;1;0
Q9154;UNIV;CD;051000;C01;2;0
Q9153;UNIV;CD;051000;C99;0;2
Q9164;UNIV;CD;051000;C01;1;0
Q9162;UNIV;CD;051000;C01;0;1
Q9138;UNIV;CD;051000;C01;1;0
Q9179;UNIV;CD;051000;C18;1;1
Q9131;UNIV;CD;051000;C03;0;3
Q9159;UNIV;CD;051000;C19;1;0
Q9131;UNIV;CD;051000;C19;0;1
Q9150;UNIV;CD;051000;C99;1;1
Q9150;UNIV;CD;051000;C03;2;1
Q9157;UNIV;CD;051000;C99;1;0
Q9178;UNIV;CD;051000;C01;0;1
Q9132;UNIV;CD;051000;C17;0;1
Q9163;UNIV;CD;051000;C03;1;3
Q9173;UNIV;CD;051000;C03;0;1
Q9158;UNIV;CD;051000;C03;1;0
Q9185;UNIV;CD;051000;C03;1;0
Q9139;UNIV;CD;051000;C01;1;0
Q9158;UNIV;CD;051000;C01;1;0
Q9168;UNIV;CD;051000;C19;0;1
Q9168;UNIV;CD;051000;C01;1;0
Q9166;UNIV;CD;051000;C01;0;1
Q9151;UNIV;CD;051000;C01;0;1
Q9150;UNIV;CD;051000;C01;0;1
Q9155;UNIV;CD;048000;C28;0;4
Q9151;UNIV;CD;048000;C19;3;0
Q9133;UNIV;CD;048000;C99;0;1
Q9139;UNIV;CD;048000;C28;0;1
Q9135;UNIV;CD;048000;C28;0;2
Q9187;UNIV;CD;048000;C28;1;0
Q9134;UNIV;CD;048000;C99;1;0
Q9159;UNIV;CD;048000;C28;2;1
Q9158;UNIV;CD;048000;C03;11;13
Q9146;UNIV;CD;048000;C03;0;1
Q9187;UNIV;CD;048000;C19;0;2
Q9155;UNIV;CD;048000;C01;0;1
Q9173;UNIV;CD;048000;C99;2;1
Q9142;UNIV;CD;048000;C03;1;0
Q9142;UNIV;CD;048000;C19;0;2
Q9147;UNIV;CD;048000;C19;1;1
Q9158;UNIV;CD;048000;C01;3;2
Q9147;UNIV;CD;048000;C99;0;1
Q9164;UNIV;CD;048000;C28;2;3
Q9133;UNIV;CD;048000;C19;0;1
Q9184;UNIV;CD;048000;C19;1;0
Q9147;UNIV;CD;048000;C18;2;2
Q9132;UNIV;CD;048000;C99;0;1
Q9132;UNIV;CD;048000;C28;1;0
Q9158;UNIV;CD;048000;C99;1;0
Q9184;UNIV;CD;048000;C28;1;3
Q9151;UNIV;CD;048000;C03;1;1
Q9144;UNIV;CD;048000;C28;1;1
Q9186;UNIV;CD;048000;C19;1;0
Q9147;UNIV;CD;048000;C28;3;1
Q9186;UNIV;CD;048000;C99;2;1
Q9155;UNIV;CD;048000;C18;1;1
Q9186;UNIV;CD;048000;C18;0;2
Q9185;UNIV;CD;048000;C19;0;1
Q9169;UNIV;CD;048000;C28;1;0
Q9161;UNIV;CD;048000;C19;1;0
Q9151;UNIV;CD;048000;C01;2;0
Q9143;UNIV;CD;048000;C19;0;1
Q9141;UNIV;CD;048000;C19;0;1
Q9141;UNIV;CD;048000;C28;2;2
Q9131;UNIV;CD;048000;C01;1;1
Q9189;UNIV;CD;048000;C19;0;1
Q9153;UNIV;CD;048000;C99;2;2
Q9160;UNIV;CD;048000;C28;2;3
Q9130;UNIV;CD;048000;C19;0;1
Q9128;UNIV;CD;048000;C99;2;1
Q9167;UNIV;CD;048000;C18;1;0
Q9175;UNIV;CD;048000;C99;0;1
Q9181;UNIV;CD;048000;C99;1;0
Q9189;UNIV;CD;048000;C21;1;0
Q9174;UNIV;CD;048000;C28;1;1
Q9149;UNIV;CD;048000;C03;0;1
Q9154;UNIV;CD;048000;C28;1;1
Q9143;UNIV;CD;048000;C28;0;1
Q9166;UNIV;CD;048000;C28;1;1
Q9147;UNIV;CD;048000;C03;1;5
Q9131;UNIV;CD;048000;C19;0;1
Q9152;UNIV;CD;048000;C21;1;0
Q9160;UNIV;CD;048000;C18;0;1
Q9178;UNIV;CD;048000;C99;0;1
Q9131;UNIV;CD;048000;C28;8;6
Q9129;UNIV;CD;048000;C28;0;3
Q9149;UNIV;CD;048000;C28;2;5
Q9181;UNIV;CD;048000;C21;0;1
Q9152;UNIV;CD;048000;C18;0;1
Q9141;UNIV;CD;048000;C01;1;0
Q9158;UNIV;CD;048000;C21;0;1
Q9165;UNIV;CD;048000;C28;1;4
Q10328;UNIV;CD;048000;C99;0;1
Q9158;UNIV;CD;048000;C19;0;1
Q9138;UNIV;CD;048000;C01;1;0
Q12807;UNIV;CD;048000;C19;1;0
Q9150;UNIV;CD;048000;C99;6;1
Q9170;UNIV;CD;048000;C19;0;2
Q9140;UNIV;CD;048000;C99;1;0
Q9148;UNIV;CD;048000;C28;0;1
Q9158;UNIV;CD;048000;C28;1;3
Q9149;UNIV;CD;048000;C18;0;1
Q9148;UNIV;CD;048000;C19;0;1
Q9180;UNIV;CD;048000;C28;0;1
Q9183;UNIV;CD;048000;C28;1;0
Q9163;UNIV;CD;048000;C99;0;1
Q9150;UNIV;CD;048000;C19;2;0
Q9163;UNIV;CD;048000;C28;2;3
Q9155;UNIV;CC;097000;C03;3;0
Q9139;UNIV;CC;097000;C28;1;0
Q9148;UNIV;CC;097000;C03;1;1
Q9139;UNIV;CC;097000;C01;1;0
Q9175;UNIV;CC;097000;C01;1;0
Q9179;UNIV;CC;097000;C01;0;2
Q9137;UNIV;CC;097000;C01;0;2
Q9151;UNIV;CC;097000;C03;0;1
Q9134;UNIV;CC;097000;C01;1;0
Q9177;UNIV;CC;097000;C01;1;0
Q9155;UNIV;CC;097000;C21;1;0
Q9142;UNIV;CC;097000;C03;2;2
Q9179;UNIV;CC;097000;C18;0;1
Q10602;UNIV;CC;097000;C03;2;0
Q9155;UNIV;CC;097000;C28;0;1
Q9175;UNIV;CC;097000;C99;1;0
Q9159;UNIV;CC;097000;C01;2;0
Q9166;UNIV;CC;097000;C28;0;1
Q9132;UNIV;CC;097000;C03;2;3
Q9133;UNIV;CC;097000;C01;1;0
Q9161;UNIV;CC;097000;C03;0;1
Q9150;UNIV;CC;097000;C01;1;0
Q9150;UNIV;CC;097000;C03;1;2
Q9181;UNIV;CC;097000;C01;2;1
Q9149;UNIV;CC;097000;C03;1;0
Q9181;UNIV;CC;097000;C03;0;1
Q9173;UNIV;CC;097000;C01;1;0
Q9188;UNIV;CC;097000;C01;1;1
Q9173;UNIV;CC;097000;C03;0;1
Q9147;UNIV;CC;097000;C01;1;4
Q9171;UNIV;CC;097000;C01;0;1
Q9147;UNIV;CC;097000;C03;0;3
Q9181;UNIV;CC;097000;C18;0;1
Q9133;UNIV;CC;097000;C19;0;1
Q9138;UNIV;CC;097000;C01;2;3
Q9155;UNIV;CC;097000;C01;1;1
Q9146;UNIV;CC;097000;C03;1;0
Q9149;UNIV;CC;097000;C21;1;0
Q9146;UNIV;CC;097000;C01;1;1
Q9137;UNIV;CC;097000;C03;0;1
Q9137;UNIV;CC;097000;C18;1;0
Q9149;UNIV;CC;097000;C01;1;1
Q9165;UNIV;CC;097000;C03;0;2
Q9159;UNIV;CC;097000;C03;1;1
Q9150;UNIV;CC;097000;C19;1;0
Q9153;UNIV;CC;097000;C21;2;2
Q9165;UNIV;CC;097000;C01;1;0
Q9166;UNIV;CC;097000;C03;0;1
Q9172;UNIV;CC;097000;C99;0;1
Q9184;UNIV;CC;097000;C01;1;0
Q9142;UNIV;CC;097000;C21;1;0
Q9141;UNIV;CC;097000;C03;0;1
Q9172;UNIV;CC;097000;C03;1;0
Q9131;UNIV;CC;097000;C03;2;9
Q9149;UNIV;CC;097000;C28;5;1
Q9168;UNIV;CC;097000;C99;0;1
Q9152;UNIV;CC;097000;C21;3;1
Q9154;UNIV;CC;097000;C03;0;1
Q9152;UNIV;CC;097000;C01;2;0
Q9132;UNIV;CC;097000;C28;0;1
Q9131;UNIV;CC;097000;C21;0;1
Q9149;UNIV;CC;097000;C18;0;1
Q9160;UNIV;CC;097000;C01;1;0
Q9168;UNIV;CC;097000;C03;0;3
Q9186;UNIV;CC;097000;C19;0;1
Q9172;UNIV;CC;097000;C01;1;0
Q9141;UNIV;CC;097000;C21;1;0
Q9142;UNIV;CC;097000;C18;0;1
Q9159;UNIV;CC;097000;C99;1;1
Q9160;UNIV;CC;097000;C28;0;1
Q9131;UNIV;CC;097000;C01;0;6
Q9154;UNIV;CC;097000;C19;1;0
Q9174;UNIV;CC;045000;C01;0;1
Q9174;UNIV;CC;045000;C99;2;2
Q9155;UNIV;CC;045000;C28;0;2
Q9154;UNIV;CC;045000;C28;0;2
Q9131;UNIV;CC;045000;C01;1;1
Q9134;UNIV;CC;045000;C03;0;1
Q9183;UNIV;CC;045000;C28;1;0
Q9136;UNIV;CC;045000;C01;1;0
Q9152;UNIV;CC;045000;C21;0;1
Q9152;UNIV;CC;045000;C18;0;1
Q9163;UNIV;CC;045000;C03;0;1
Q9136;UNIV;CC;045000;C03;1;0
Q9187;UNIV;CC;045000;C03;0;1
Q9167;UNIV;CC;045000;C99;1;0
Q9167;UNIV;CC;045000;C01;0;1
Q9144;UNIV;CC;045000;C19;1;0
Q9141;UNIV;CC;045000;C28;1;1
Q9131;UNIV;CC;045000;C03;2;4
Q9130;UNIV;CC;045000;C28;0;1
Q9134;UNIV;CC;045000;C99;1;0
Q9165;UNIV;CC;045000;C28;2;0
Q9155;UNIV;CC;045000;C99;0;1
Q9142;UNIV;CC;045000;C01;0;3
Q9140;UNIV;CC;045000;C01;0;1
Q9810;UNIV;CC;045000;C18;0;1
Q9159;UNIV;CC;045000;C19;0;1
Q9138;UNIV;CC;045000;C01;2;4
Q9182;UNIV;CC;045000;C19;0;1
Q9142;UNIV;CC;045000;C03;3;3
Q9162;UNIV;CC;045000;C19;0;1
Q9155;UNIV;CC;045000;C03;1;0
Q9138;UNIV;CC;045000;C03;0;1
Q9182;UNIV;CC;045000;C01;1;0
Q9169;UNIV;CC;045000;C28;0;1
Q9150;UNIV;CC;045000;C01;0;1
Q9180;UNIV;CC;045000;C28;0;1
Q9141;UNIV;CC;045000;C01;1;0
Q9141;UNIV;CC;045000;C03;1;3
Q9163;UNIV;CC;045000;C28;3;2
Q9175;UNIV;CC;045000;C99;1;0
Q9161;UNIV;CC;045000;C19;1;0
Q9162;UNIV;CC;045000;C01;0;1
Q9160;UNIV;CC;045000;C28;4;2
Q9163;UNIV;CC;045000;C18;0;1
Q9173;UNIV;CC;045000;C03;1;1
Q9140;UNIV;CC;045000;C99;0;1
Q9131;UNIV;CC;045000;C19;0;1
Q9142;UNIV;CC;045000;C99;0;1
Q9183;UNIV;CC;045000;C01;0;1
Q9145;UNIV;CC;045000;C19;1;0
Q9140;UNIV;CC;045000;C03;0;1
Q9147;UNIV;CC;045000;C01;1;0
Q9185;UNIV;CC;045000;C28;1;0
Q9168;UNIV;CC;045000;C99;0;2
Q9189;UNIV;CC;045000;C21;0;1
Q9159;UNIV;CC;045000;C03;2;1
Q9186;UNIV;CC;045000;C99;0;1
Q9181;UNIV;CC;045000;C28;4;1
Q9147;UNIV;CC;045000;C03;1;3
Q9139;UNIV;CC;045000;C01;1;0
Q9129;UNIV;CC;045000;C28;0;1
Q9160;UNIV;CC;045000;C01;0;1
Q9159;UNIV;CC;045000;C18;0;1
Q9181;UNIV;CC;045000;C01;0;2
Q9149;UNIV;CC;045000;C01;2;0
Q10602;UNIV;CC;045000;C03;1;0
Q9131;UNIV;CC;045000;C28;1;0
Q9159;UNIV;CC;045000;C99;0;3
Q9168;UNIV;CC;045000;C01;0;1
Q9132;UNIV;CC;045000;C03;2;1
Q9137;UNIV;CC;045000;C03;1;0
Q9129;UNIV;CC;045000;C21;0;1
Q9129;UNIV;CC;045000;C03;0;2
Q9143;UNIV;CC;045000;C03;0;1
Q9168;UNIV;CC;045000;C03;0;3
Q9185;UNIV;CC;045000;C19;1;0
Q9151;UNIV;CC;045000;C18;1;0
Q9158;UNIV;CC;045000;C01;0;3
Q9132;UNIV;CC;045000;C99;0;1
Q9143;UNIV;CC;045000;C28;0;1
Q9131;UNIV;CC;045000;C21;1;0
Q9161;UNIV;CC;045000;C99;0;1
Q9166;UNIV;CC;045000;C28;1;1
Q9149;UNIV;CC;045000;C28;1;1
Q9166;UNIV;CC;045000;C99;1;0
Q9135;UNIV;CC;045000;C28;1;0
Q9151;UNIV;CC;045000;C03;1;0
Q9137;UNIV;CC;045000;C01;2;1
Q9132;UNIV;CC;045000;C28;1;0
Q9186;UNIV;CC;045000;C01;0;1
Q9153;UNIV;CC;045000;C21;1;0
Q9158;UNIV;CC;045000;C19;1;2
Q9133;UNIV;CC;045000;C99;1;0
Q9150;UNIV;CC;045000;C99;0;1
Q9146;UNIV;CC;045000;C03;0;2
Q9154;UNIV;CC;045000;C19;0;1
Q9134;UNIV;CC;045000;C01;0;1
Q9158;UNIV;CC;045000;C03;0;3
Q9163;UNIV;CC;045000;C01;1;2
Q9145;UNIV;CC;042000;C99;0;1
Q9164;UNIV;CC;042000;C19;0;1
Q9167;UNIV;CC;042000;C19;0;1
Q9179;UNIV;CC;042000;C28;0;1
Q9167;UNIV;CC;042000;C18;0;1
Q9162;UNIV;CC;042000;C19;0;1
Q9145;UNIV;CC;042000;C18;0;1
Q9140;UNIV;CC;042000;C21;1;0
Q9162;UNIV;CC;042000;C01;0;1
Q9149;UNIV;CC;042000;C19;1;0
Q9142;UNIV;CC;042000;C28;2;7
Q9129;UNIV;CC;042000;C28;1;4
Q9164;UNIV;CC;042000;C28;0;3
Q9149;UNIV;CC;042000;C28;2;6
Q9137;UNIV;CC;042000;C99;1;1
Q9149;UNIV;CC;042000;C18;1;0
Q9137;UNIV;CC;042000;C18;0;1
Q9144;UNIV;CC;042000;C28;1;0
Q9179;UNIV;CC;042000;C19;0;2
Q9147;UNIV;CC;042000;C03;1;2
Q9186;UNIV;CC;042000;C01;1;0
Q9154;UNIV;CC;042000;C18;1;0
Q9155;UNIV;CC;042000;C28;1;0
Q9167;UNIV;CC;042000;C99;2;1
Q9154;UNIV;CC;042000;C19;1;0
Q9179;UNIV;CC;042000;C18;1;1
Q9147;UNIV;CC;042000;C01;1;0
Q9164;UNIV;CC;042000;C21;0;1
Q9155;UNIV;CC;042000;C18;0;1
Q9154;UNIV;CC;042000;C28;1;4
Q9173;UNIV;CC;042000;C99;0;3
Q9141;UNIV;CC;042000;C19;0;1
Q9131;UNIV;CC;042000;C21;1;2
Q9131;UNIV;CC;042000;C28;1;5
Q9180;UNIV;CC;042000;C19;0;1
Q9131;UNIV;CC;042000;C19;0;2
Q9131;UNIV;CC;042000;C03;2;0
Q9131;UNIV;CC;042000;C18;0;2
Q9159;UNIV;CC;042000;C99;0;1
Q9131;UNIV;CC;042000;C01;0;1
Q9146;UNIV;CC;042000;C99;0;1
Q9163;UNIV;CC;042000;C19;0;2
Q9158;UNIV;CC;042000;C19;1;1
Q9158;UNIV;CC;042000;C01;4;2
Q9158;UNIV;CC;042000;C03;3;3
Q10602;UNIV;CC;042000;C28;0;1
Q9158;UNIV;CC;042000;C28;1;1
Q9184;UNIV;CC;042000;C28;1;0
Q9172;UNIV;CC;042000;C99;0;1
Q9183;UNIV;CC;042000;C28;0;1
Q9163;UNIV;CC;042000;C28;2;8
Q9132;UNIV;CC;042000;C28;2;0
Q9156;UNIV;CC;042000;C01;2;1
Q9141;UNIV;CC;042000;C28;1;15
Q9165;UNIV;CC;042000;C01;1;0
Q9150;UNIV;CC;042000;C99;1;1
Q9171;UNIV;CC;042000;C19;1;0
Q9128;UNIV;CC;042000;C99;1;2
Q9150;UNIV;CC;042000;C19;0;1
Q12807;UNIV;CC;042000;C19;0;1
Q9175;UNIV;CC;042000;C19;1;0
Q9153;UNIV;CC;042000;C99;0;3
Q12807;UNIV;CC;042000;C28;1;0
Q9138;UNIV;CC;042000;C01;1;0
Q9149;UNIV;CC;042000;C01;1;1
Q9181;UNIV;CC;042000;C18;1;0
Q9181;UNIV;CC;042000;C01;1;0
Q9175;UNIV;CC;042000;C99;0;1
Q9181;UNIV;CC;042000;C19;0;2
Q9189;UNIV;CC;042000;C28;0;1
Q9181;UNIV;CC;042000;C28;0;1
Q9166;UNIV;CC;042000;C03;1;0
Q9166;UNIV;CC;042000;C01;1;0
Q9163;UNIV;CC;042000;C01;0;2
Q9166;UNIV;CC;042000;C28;1;3
Q9189;UNIV;CC;042000;C19;1;0
Q10602;UNIV;CC;042000;C18;0;1
Q9151;UNIV;CC;042000;C01;0;4
Q9173;UNIV;CC;042000;C19;0;1
Q9173;UNIV;CC;042000;C25;1;0
Q9187;UNIV;CC;042000;C19;0;1
Q9139;UNIV;CC;042000;C99;1;0
Q9173;UNIV;CC;042000;C03;0;1
Q9187;UNIV;CC;042000;C03;1;0
Q10425;UNIV;CC;042000;C99;0;1
Q9142;UNIV;CC;042000;C99;0;1
Q9142;UNIV;CC;042000;C19;2;1
Q9156;UNIV;CB;036000;C01;1;0
ES10534;UNIV;CB;036000;C28;0;1
Q9170;UNIV;CB;036000;C19;1;0
Q9185;UNIV;CB;036000;C03;2;0
Q9149;UNIV;CB;036000;C28;3;0
Q9140;UNIV;CB;036000;C01;1;0
Q9181;UNIV;CB;036000;C99;0;1
Q9130;UNIV;CB;036000;C01;1;0
Q9181;UNIV;CB;036000;C01;1;0
Q9149;UNIV;CB;036000;C18;1;0
Q9158;UNIV;CB;036000;C01;1;0
Q9181;UNIV;CB;036000;C19;1;0
Q9142;UNIV;CB;036000;C28;2;6
Q9181;UNIV;CB;036000;C28;2;0
Q9130;UNIV;CB;036000;C03;1;0
