ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE;PERS_LAVORO_AGILE_U;PERS_LAVORO_AGILE_D;PERS_COWORKING_U;PERS_COWORKING_D
ER12738;RALN;ND;OE;0;0;0;0;0;0;6;9;0;0
ER12738;RALN;ND;IR;0;0;0;0;0;0;112;330;0;0
ER12738;RALN;ND;EQ;0;0;0;0;0;0;49;228;0;0
C3020;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
C1978;RALN;ND;OE;0;1;0;0;2;1;0;0;0;0
C1978;RALN;ND;IR;0;4;0;0;2;2;0;0;0;0
C4234;RALN;ND;OP;0;0;0;0;2;0;0;0;0;0
C4234;RALN;ND;IR;0;0;6;1;6;1;1;0;0;0
C1696;RALN;ND;IR;0;0;2;2;0;0;0;0;0;0
C1038;RALN;ND;EQ;0;0;0;1;0;1;0;0;0;0
C1038;RALN;ND;IR;0;0;4;3;0;2;0;0;0;0
C562;RALN;ND;IR;0;0;2;2;0;0;1;1;0;0
C562;RALN;ND;EQ;0;0;0;0;0;0;0;2;0;0
C7174;RALN;ND;OE;0;0;0;0;0;0;1;1;0;0
C7174;RALN;ND;IR;0;0;11;3;0;0;4;12;0;0
C7174;RALN;ND;EQ;0;0;2;0;0;0;2;9;0;0
C6753;RALN;ND;IR;0;0;0;0;0;0;0;2;0;0
C6753;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
C7215;RALN;ND;IR;0;0;3;1;0;0;0;0;0;0
C7215;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C7215;RALN;ND;OE;0;0;0;0;0;0;0;1;0;0
C2340;RALN;ND;IR;0;0;0;0;2;2;0;0;0;0
C1755;RALN;ND;IR;0;0;15;4;18;5;0;0;0;0
C1755;RALN;ND;EQ;0;0;0;0;0;3;0;0;0;0
C1755;RALN;ND;OP;0;0;0;0;4;0;0;0;0;0
IP10257;RALN;ND;IR;0;0;0;0;1;0;0;0;0;0
IP10257;RALN;ND;OE;0;0;0;4;0;0;0;0;0;0
UC14140;RALN;ND;IR;0;0;0;2;0;0;0;0;0;0
ER12536;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
ER12536;RALN;ND;OE;0;0;0;0;0;0;1;0;0;0
C1890;RALN;ND;IR;0;0;4;16;9;13;0;0;0;0
C1890;RALN;ND;OE;0;0;0;1;7;0;0;0;0;0
C3560;RALN;ND;OE;0;0;1;0;0;1;0;0;0;0
C3560;RALN;ND;OP;0;0;1;1;0;1;0;0;0;0
C6498;PRBZ;NF;CB;0;0;0;0;4;0;0;0;0;0
C4762;RALN;ND;IR;0;0;3;2;0;3;0;0;0;0
C4762;RALN;ND;OE;0;0;0;0;0;0;1;0;0;0
C6995;PRBZ;NF;CB;0;0;3;0;3;0;0;0;0;0
U9595;SSNA;ND;MD;0;0;37;51;73;78;0;0;0;0
U9595;SSNA;ND;DP;0;0;0;0;1;0;0;0;0;0
U9595;SSNA;ND;MV;0;0;1;0;9;10;0;0;0;0
U9595;SSNA;ND;PF;0;0;122;450;116;339;0;1;0;0
U9595;SSNA;ND;BI;0;0;0;0;0;4;0;0;0;0
U9595;SSNA;ND;OP;0;0;100;287;18;12;0;0;0;0
U9595;SSNA;ND;PT;0;0;3;8;0;0;1;0;0;0
U9595;SSNA;ND;AT;0;0;14;10;5;0;1;0;0;0
P9037;RALN;ND;EQ;0;0;2;1;12;2;5;15;0;0
P9037;RALN;ND;OE;0;0;0;0;0;0;4;8;0;0
P9037;RALN;ND;IR;0;0;15;1;26;4;11;8;0;0
C7650;RALN;ND;IR;0;0;0;0;0;1;0;0;0;0
C7650;RALN;ND;EQ;0;0;0;0;1;0;0;0;0;0
OL14547;EPNE;ME;AT;0;0;0;0;0;0;0;1;0;0
C955;RALN;ND;IR;0;0;1;1;0;0;0;0;0;0
C955;RALN;ND;OE;0;0;2;0;0;0;0;0;0;0
C2404;RALN;ND;EQ;0;0;3;1;0;0;0;0;0;0
C2404;RALN;ND;IR;0;0;18;17;0;0;0;0;0;0
C8155;RALN;ND;IR;0;0;8;3;0;0;0;0;0;0
C8155;RALN;ND;EQ;0;0;2;0;0;0;0;0;0;0
C8249;RALN;ND;EQ;0;0;2;0;2;0;1;3;0;0
C8249;RALN;ND;IR;0;0;9;11;9;15;3;7;0;0
C8249;RALN;ND;OE;0;2;0;0;4;0;1;4;0;0
C242;RALN;ND;IR;0;0;12;1;0;0;0;0;0;0
C242;RALN;ND;EQ;0;0;2;0;0;0;0;0;0;0
C5329;RALN;ND;OE;0;0;0;3;0;0;0;0;0;0
C5329;RALN;ND;EQ;0;0;2;2;2;2;1;5;0;0
C5329;RALN;ND;IR;0;0;7;16;6;6;4;7;0;0
C6020;RALN;ND;IR;0;0;18;9;15;9;0;0;0;0
C6020;RALN;ND;EQ;0;0;7;1;6;1;0;0;0;0
C323;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
C6512;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C6960;RALN;ND;IR;0;0;2;0;0;0;0;0;0;0
C2245;RALN;ND;IR;0;0;15;3;0;0;0;0;0;0
C2245;RALN;ND;EQ;0;0;0;2;0;0;0;0;0;0
C3766;RALN;ND;EQ;0;0;3;3;0;0;1;22;0;0
C3766;RALN;ND;IR;1;0;18;17;0;0;7;14;0;0
C3766;RALN;ND;OE;1;1;1;1;0;0;3;8;0;0
C3509;RALN;ND;IR;0;0;0;0;0;0;1;1;0;0
C5087;PRTN;NF;CC;0;0;0;0;1;0;0;0;0;0
C7171;RALN;ND;OE;0;0;0;0;3;0;0;0;0;0
C7171;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
C7171;RALN;ND;IR;0;0;6;2;4;0;1;1;0;0
C3621;RALN;ND;IR;0;0;4;3;0;0;0;0;0;0
UC10797;RALN;ND;EQ;0;0;4;6;0;0;0;0;0;0
UC10797;RALN;ND;IR;0;0;27;24;0;0;0;0;0;0
K8639;SSNA;ND;BI;0;0;0;0;2;8;1;0;0;0
K8639;SSNA;ND;AT;0;0;0;0;2;11;1;3;0;0
K8639;SSNA;ND;OP;0;0;0;0;1;0;0;0;0;0
K8639;SSNA;ND;DT;0;0;0;0;0;0;1;0;0;0
K8639;SSNA;ND;PF;0;0;0;0;11;37;4;3;0;0
K8639;SSNA;ND;DA;0;0;0;0;0;0;1;0;0;0
C2286;RALN;ND;EQ;0;0;0;0;0;0;1;3;0;0
C2286;RALN;ND;IR;0;0;0;0;0;0;0;3;0;0
C4611;REFR;SC;CC;0;0;0;0;0;0;0;0;0;1
C5130;RALN;ND;IR;0;0;2;1;0;0;0;0;0;0
CS10381;REFR;SC;CD;0;0;0;0;0;0;1;0;0;0
ES157;RALN;ND;EQ;0;0;0;0;0;0;2;9;0;0
ES157;RALN;ND;OE;0;0;0;0;0;0;0;5;0;0
ES157;RALN;ND;IR;0;0;0;0;0;0;4;3;0;0
U10812;SSNA;ND;OP;0;0;144;483;28;20;0;3;0;0
U10812;SSNA;ND;PT;0;0;24;25;2;2;1;3;0;0
U10812;SSNA;ND;AT;2;5;1;1;8;0;0;5;0;0
U10812;SSNA;ND;DP;0;0;0;0;1;0;0;0;0;0
U10812;SSNA;ND;FM;0;1;0;0;1;11;0;0;0;0
U10812;SSNA;ND;PF;0;6;456;1695;184;375;1;2;0;0
U10812;SSNA;ND;MD;0;0;182;238;200;167;0;0;0;0
U10812;SSNA;ND;BI;0;1;1;8;1;10;0;0;0;0
UC12599;RALN;ND;IR;0;0;0;0;0;0;0;1;0;0
C5560;RALN;ND;IR;0;0;13;8;15;11;0;0;0;0
C5560;RALN;ND;EQ;0;0;2;0;2;0;0;0;0;0
C528;RALN;ND;IR;0;0;47;31;0;0;36;59;0;0
C528;RALN;ND;OE;0;0;15;3;0;0;21;35;0;0
C528;RALN;ND;EQ;0;0;7;3;0;0;20;50;0;0
C4592;RALN;ND;OE;0;0;2;0;10;0;0;0;0;0
C4592;RALN;ND;IR;0;0;4;2;5;3;0;0;0;0
C4223;RALN;ND;IR;0;0;9;8;1;3;0;0;0;0
C4223;RALN;ND;EQ;0;0;3;0;0;1;0;0;0;0
C6144;RALN;ND;EQ;0;0;664;647;548;438;173;498;0;0
C6144;RALN;ND;IR;0;0;1858;1905;1422;1105;427;1245;0;0
C6144;RALN;ND;OE;0;0;162;4;148;4;45;48;0;0
C6144;RALN;ND;OP;1;0;0;0;0;0;0;0;0;0
C8108;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C8108;RALN;ND;OE;0;0;0;0;3;0;0;0;0;0
C8108;RALN;ND;IR;0;0;4;2;0;4;0;0;0;0
C7194;RALN;ND;IR;0;0;1;2;0;0;0;5;0;0
C7194;RALN;ND;OE;0;0;0;1;0;0;0;1;0;0
C7194;RALN;ND;EQ;0;0;0;0;0;0;2;0;0;0
C4975;RALN;ND;IR;0;0;0;0;3;1;0;0;0;0
M8665;MNST;MM;OP;0;0;25;17;25;17;32;35;0;0
M8665;MNST;MM;FU;5;7;75;121;75;121;605;1611;5;5
M8665;MNST;MM;AT;4;14;2224;2643;2224;2643;696;1373;2;2
J8636;SSNA;ND;MD;0;0;0;0;37;34;1;0;0;0
J8636;SSNA;ND;FM;0;0;0;0;1;3;0;1;0;0
J8636;SSNA;ND;PS;0;0;0;0;0;1;0;0;0;0
J8636;SSNA;ND;OP;0;0;0;0;4;5;0;0;0;0
J8636;SSNA;ND;PF;0;0;0;0;18;82;0;5;0;0
J8636;SSNA;ND;DP;0;0;0;0;0;0;1;0;0;0
J8636;SSNA;ND;BI;0;0;0;0;0;1;0;1;0;0
J8636;SSNA;ND;DA;0;0;0;0;0;0;0;1;0;0
J8636;SSNA;ND;AT;0;0;0;0;4;0;2;5;0;0
C6549;RALN;ND;IR;0;0;4;0;0;3;0;1;0;0
C6549;RALN;ND;OE;0;0;0;0;2;0;0;0;0;0
C4479;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
C4479;RALN;ND;IR;0;0;7;2;7;3;0;3;0;0
C4479;RALN;ND;OE;0;0;0;0;0;2;0;1;0;0
C555;RALN;ND;OE;0;0;0;0;0;0;0;1;0;0
C555;RALN;ND;IR;0;0;0;0;0;0;1;0;0;0
C7903;RALN;ND;EQ;0;0;0;0;0;0;2;0;0;0
C239;RALN;ND;IR;0;0;0;0;0;0;1;0;0;0
U10746;SSNA;ND;PT;0;0;174;199;0;0;0;0;0;0
U10746;SSNA;ND;PS;0;0;1;0;0;0;0;0;0;0
U10746;SSNA;ND;PF;0;0;628;584;0;2;0;0;0;0
U10746;SSNA;ND;AT;0;0;51;25;0;0;0;0;0;0
U10746;SSNA;ND;OP;0;0;278;168;0;0;0;0;0;0
U10746;SSNA;ND;MV;0;0;28;9;52;11;0;0;0;0
U10746;SSNA;ND;MD;0;0;229;214;215;184;0;0;0;0
U10746;SSNA;ND;BI;0;0;3;25;0;2;0;0;0;0
Q9135;UNIV;ND;CB;0;0;12;5;0;0;0;0;0;0
Q9135;UNIV;ND;CD;0;0;0;0;1;0;1;5;0;0
Q9135;UNIV;ND;CC;1;0;0;0;2;0;1;4;0;0
C1489;RALN;ND;IR;0;0;0;0;0;1;0;0;0;0
C3608;RALN;ND;EQ;0;2;0;0;0;0;0;0;0;0
C3608;RALN;ND;IR;0;2;2;3;0;0;0;0;0;0
C3287;RALN;ND;EQ;0;0;1;1;0;0;0;0;0;0
C3287;RALN;ND;IR;0;0;10;3;0;0;0;0;0;0
IP10456;SSNA;ND;PF;0;0;5;9;0;0;0;0;0;0
IP10456;SSNA;ND;OP;0;0;1;28;5;0;0;0;0;0
LS14233;LS13;NF;LI;0;0;0;0;0;0;22;62;0;0
C7530;RALN;ND;OE;0;0;2;0;0;0;0;0;0;0
C7530;RALN;ND;IR;0;0;3;0;0;0;0;0;0;0
C7530;RALN;ND;EQ;0;0;1;2;0;0;0;0;0;0
C2641;REFR;SC;XA;0;0;2;0;0;0;0;0;0;0
ER12889;RALN;ND;EQ;0;0;0;0;0;0;7;21;0;0
ER12889;RALN;ND;IR;0;0;0;0;0;0;10;28;0;0
ER12889;RALN;ND;OE;0;0;0;0;0;0;5;8;0;0
C7665;RALN;ND;IR;0;0;6;0;6;0;0;0;0;0
C786;RALN;ND;EQ;0;0;3;4;0;1;0;2;0;0
C786;RALN;ND;OE;0;0;0;0;2;0;0;0;0;0
C786;RALN;ND;IR;0;0;7;5;0;1;2;2;0;0
C7205;RALN;ND;IR;0;0;1;0;0;0;0;0;0;0
P9060;RALN;ND;EQ;0;0;0;0;2;0;13;9;0;0
P9060;RALN;ND;IR;0;0;15;1;42;6;23;22;0;0
P9060;RALN;ND;OE;0;0;6;2;32;23;6;21;0;0
C7265;RALN;ND;IR;0;0;0;0;1;0;0;0;0;0
C7265;RALN;ND;OE;0;0;0;0;2;0;0;0;0;0
C5644;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
C5644;RALN;ND;IR;0;0;0;0;1;0;0;0;0;0
C2091;RALN;ND;IR;0;0;0;0;0;0;0;1;0;0
C4630;RALN;ND;EQ;0;0;0;1;0;0;0;0;0;0
C4630;RALN;ND;IR;0;0;5;1;6;1;0;0;0;0
C4630;RALN;ND;OE;0;0;0;0;6;1;0;0;0;0
OR13854;EPNE;ME;FU;0;0;0;0;0;0;0;1;0;0
OR13854;EPNE;ME;AT;0;0;0;0;0;0;0;1;0;0
LS11969;LS13;NF;LI;0;0;14;3;3;0;89;128;0;0
C6242;RALN;ND;IR;0;0;0;0;0;0;1;0;0;0
C6524;RALN;ND;IR;0;0;0;0;4;4;0;1;0;0
C6524;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
C2569;RALN;ND;EQ;0;0;0;1;0;0;0;0;0;0
C2569;RALN;ND;IR;0;0;4;4;1;1;0;0;0;0
C6358;RALN;ND;OE;0;0;0;0;0;0;1;0;0;0
C3906;RALN;ND;IR;0;0;6;2;7;3;0;0;0;0
C3906;RALN;ND;EQ;0;0;1;0;1;1;0;0;0;0
C5700;RALN;ND;IR;0;0;3;1;2;0;0;0;0;0
C5700;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C4167;RALN;ND;OE;0;0;2;1;6;0;3;5;0;0
C4167;RALN;ND;IR;0;0;37;22;45;22;7;13;0;0
C4167;RALN;ND;EQ;0;0;7;16;2;1;2;7;0;0
C8278;RALN;ND;OP;0;0;0;0;1;0;0;0;0;0
C8278;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
C8278;RALN;ND;IR;0;0;0;0;0;2;0;6;0;0
C8278;RALN;ND;EQ;0;0;0;0;0;0;3;2;0;0
U10741;SSNA;ND;PT;0;0;39;23;5;0;0;0;0;0
U10741;SSNA;ND;MV;0;0;0;0;29;4;0;0;0;0
U10741;SSNA;ND;MD;0;0;85;87;118;86;0;0;0;0
U10741;SSNA;ND;PF;0;0;420;512;119;73;0;0;0;0
U10741;SSNA;ND;OP;0;0;85;67;8;4;0;0;0;0
U10741;SSNA;ND;FM;0;0;0;0;1;6;0;0;0;0
U10741;SSNA;ND;AT;0;0;8;4;1;1;0;0;0;0
U10741;SSNA;ND;DP;0;0;0;0;1;2;0;0;0;0
U10741;SSNA;ND;PS;0;0;0;0;1;0;0;0;0;0
U10741;SSNA;ND;CH;0;0;0;0;0;2;0;0;0;0
U10741;SSNA;ND;BI;0;0;0;3;3;6;0;0;0;0
U10741;SSNA;ND;PL;0;0;0;1;0;0;0;0;0;0
C7953;RALN;ND;IR;0;0;5;3;6;6;0;0;0;0
C4226;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C4226;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C4226;RALN;ND;IR;0;0;2;7;0;2;0;0;0;0
C8130;RALN;ND;IR;0;0;10;1;2;3;0;0;0;0
C8130;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
U10753;SSNA;ND;DP;0;0;2;0;3;0;0;0;0;0
U10753;SSNA;ND;DT;0;0;0;0;1;0;0;0;0;0
U10753;SSNA;ND;BI;0;0;5;16;0;0;0;0;0;0
U10753;SSNA;ND;FM;0;0;0;1;3;4;0;0;0;0
U10753;SSNA;ND;PS;0;0;0;0;2;0;0;0;0;0
U10753;SSNA;ND;DA;1;0;0;0;0;0;0;0;0;0
U10753;SSNA;ND;PT;3;6;47;21;0;0;0;0;0;0
U10753;SSNA;ND;PF;2;13;560;735;3;6;0;0;0;0
U10753;SSNA;ND;OP;2;7;139;90;0;1;0;0;0;0
U10753;SSNA;ND;AT;1;9;10;10;0;0;0;0;0;0
U14261;SSNA;ND;DT;0;0;0;0;1;0;0;0;0;0
U14261;SSNA;ND;AT;0;0;1;0;12;0;6;7;0;0
U14261;SSNA;ND;PT;0;0;6;10;0;0;0;2;0;0
U14261;SSNA;ND;DA;0;0;0;0;0;0;1;0;0;0
U14261;SSNA;ND;PF;0;0;102;359;64;127;7;20;0;0
U14261;SSNA;ND;MD;0;0;17;29;57;74;1;3;0;0
U14261;SSNA;ND;MV;0;0;0;0;39;30;0;0;0;0
U14261;SSNA;ND;FM;0;0;0;0;0;2;0;0;0;0
U14261;SSNA;ND;BI;0;0;1;1;1;2;0;0;0;0
U14261;SSNA;ND;PS;0;0;0;0;3;0;0;0;0;0
U14261;SSNA;ND;OP;0;0;51;123;22;2;0;0;0;0
C8286;RALN;ND;OP;0;0;0;0;5;0;0;1;0;0
C8286;RALN;ND;OE;0;0;0;0;2;2;1;2;0;0
C8286;RALN;ND;IR;0;0;0;0;0;1;0;3;0;0
C8286;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
IP10630;RALN;ND;OE;0;0;4;41;0;0;0;0;0;0
IP10630;RALN;ND;EQ;0;0;2;3;0;0;0;0;0;0
IP10630;RALN;ND;IR;0;0;0;4;0;0;0;0;0;0
C530;RALN;ND;OE;0;0;0;0;4;0;0;0;0;0
C6221;RALN;ND;IR;0;0;2;2;0;0;0;0;0;0
C6452;RALN;ND;EQ;0;0;4;2;13;13;0;0;0;0
C6452;RALN;ND;OE;0;0;8;0;12;5;0;0;0;0
C6452;RALN;ND;OP;0;0;1;0;1;1;0;0;0;0
C6452;RALN;ND;IR;0;0;49;16;60;29;3;0;0;0
C1067;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
IP10655;RALN;ND;OE;0;0;2;37;0;0;0;0;0;0
IP10655;RALN;ND;EQ;0;0;0;5;0;0;0;5;0;0
U12370;SSNA;ND;FM;0;0;0;0;0;7;0;0;0;0
U12370;SSNA;ND;MD;0;0;85;155;149;183;0;0;0;0
U12370;SSNA;ND;DP;0;0;0;0;1;1;0;1;0;0
U12370;SSNA;ND;BI;0;0;0;0;3;5;0;0;0;0
U12370;SSNA;ND;PF;0;0;320;1092;163;255;0;7;0;0
U12370;SSNA;ND;PT;0;0;10;60;1;0;0;5;0;0
U12370;SSNA;ND;AT;0;0;0;12;12;1;0;2;0;0
U12370;SSNA;ND;OP;0;0;115;335;17;0;0;1;0;0
U12370;SSNA;ND;DT;0;0;0;0;0;0;0;1;0;0
U12370;SSNA;ND;DA;0;0;0;0;0;0;1;0;0;0
C3819;RALN;ND;IR;1;0;0;0;0;0;0;0;0;0
C2838;RALN;ND;IR;0;0;0;3;0;0;0;0;0;0
C2838;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C6724;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C6724;RALN;ND;IR;0;0;1;2;1;2;0;0;0;0
R9191;RALN;ND;IR;0;0;0;0;0;0;5;13;0;0
R9191;RALN;ND;EQ;0;0;0;0;0;0;29;66;0;0
R9191;RALN;ND;OE;0;0;0;0;0;0;7;3;0;0
C1992;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C1992;RALN;ND;IR;0;0;6;2;0;0;0;0;0;0
CS10168;RALN;ND;EQ;0;0;0;0;0;0;2;19;0;0
CS10168;RALN;ND;IR;0;0;0;0;0;0;0;5;0;0
CS10168;RALN;ND;OE;0;0;0;0;0;0;1;1;0;0
C6296;RALN;ND;EQ;0;0;13;6;19;11;12;18;0;0
C6296;RALN;ND;OE;0;0;10;0;59;0;0;0;0;0
C6296;RALN;ND;IR;0;0;110;53;95;19;8;10;0;0
N10882;PRTN;NF;CB;0;0;0;0;0;0;0;1;0;0
N10882;PRTN;NF;CC;0;1;0;0;0;0;1;9;0;0
N10882;PRTN;NF;CD;0;1;0;0;0;0;0;7;0;0
C4125;RALN;ND;EQ;0;0;1;1;1;0;0;0;0;0
C4125;RALN;ND;IR;0;0;3;3;1;2;0;2;0;0
C3924;RALN;ND;OP;0;0;0;0;0;0;1;0;0;0
C3924;RALN;ND;EQ;0;0;9;2;11;4;2;29;0;0
C3924;RALN;ND;OE;0;0;2;0;12;1;4;7;0;0
C3924;RALN;ND;IR;0;0;40;37;41;37;10;50;0;0
C8229;RALN;ND;IR;0;0;1;8;4;1;2;11;0;0
C8229;RALN;ND;EQ;0;0;0;0;2;0;1;7;0;0
C8229;RALN;ND;OE;0;0;2;4;4;1;1;3;0;0
C2673;RALN;ND;IR;0;0;0;2;0;0;0;0;0;0
C2946;RALN;ND;IR;0;0;0;0;0;0;1;0;0;0
C2946;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
U9540;SSNA;ND;BI;0;0;0;0;2;6;0;0;0;0
U9540;SSNA;ND;MV;0;0;0;0;10;4;0;0;0;0
U9540;SSNA;ND;FM;0;0;0;0;1;5;0;0;0;0
U9540;SSNA;ND;OP;0;0;122;368;46;44;0;0;0;0
U9540;SSNA;ND;MD;0;0;61;76;137;110;0;0;0;0
U9540;SSNA;ND;PT;0;0;11;18;0;0;0;0;0;0
U9540;SSNA;ND;AT;0;0;8;5;11;0;0;0;0;0
U9540;SSNA;ND;DP;0;0;0;0;1;0;0;0;0;0
U9540;SSNA;ND;PF;0;0;228;754;147;314;0;0;0;0
C5674;RALN;ND;IR;0;0;2;2;0;0;1;2;0;0
C5674;RALN;ND;EQ;0;0;1;0;0;0;0;1;0;0
OL14784;EPNE;ME;FU;0;0;0;0;0;0;0;1;0;0
C834;RALN;ND;OE;0;0;0;0;7;2;0;0;0;0
C834;RALN;ND;EQ;0;0;1;0;1;0;0;0;0;0
C834;RALN;ND;IR;0;0;5;2;8;2;0;0;0;0
C834;RALN;ND;OP;0;0;0;0;2;0;0;0;0;0
C6084;RALN;ND;IR;0;0;0;0;0;2;0;0;0;0
C6084;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C3623;RALN;ND;EQ;0;0;0;0;0;1;0;2;0;0
C3623;RALN;ND;IR;0;0;6;4;0;1;0;0;0;0
C3623;RALN;ND;OE;0;0;0;0;0;0;0;2;0;0
C540;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C540;RALN;ND;IR;0;0;3;4;0;0;0;0;0;0
U10620;SSNA;ND;FM;0;0;0;0;26;8;0;0;0;0
U10620;SSNA;ND;MO;0;0;0;7;27;9;0;0;0;0
C7916;RALN;ND;OE;0;0;0;0;3;0;0;0;0;0
C7916;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C7916;RALN;ND;IR;0;0;3;2;0;0;0;0;0;0
C6404;RALN;ND;IR;0;0;5;1;0;0;0;0;0;0
C6404;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
ER11809;RALN;ND;IR;0;1;1;0;7;0;0;0;0;0
ER11809;RALN;ND;EQ;0;0;0;0;1;0;0;0;0;0
C3569;RALN;ND;EQ;0;0;2;1;4;2;1;12;0;0
C3569;RALN;ND;OE;0;0;0;0;10;0;1;0;0;0
C3569;RALN;ND;IR;0;0;11;8;8;8;0;7;0;0
C4213;RALN;ND;IR;0;0;0;0;0;0;0;1;0;0
CV14359;AFAM;AT;PA;0;0;0;0;0;0;1;6;0;0
CV14359;AFAM;AT;EP;0;0;0;0;0;0;0;2;0;0
CS11971;RALN;ND;IR;0;0;0;0;0;0;1;0;0;0
CS11971;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
LS11987;LS13;NF;LI;0;0;0;0;0;0;14;10;0;0
T10300;RALN;ND;IR;0;0;0;0;0;0;0;5;0;0
T10300;RALN;ND;EQ;0;0;0;0;0;0;3;7;0;0
T10300;RALN;ND;OE;0;0;0;0;0;0;2;2;0;0
CS10359;RALN;ND;OE;0;0;1;6;0;0;0;0;0;0
CS10359;RALN;ND;EQ;0;0;1;3;0;0;0;0;0;0
CS10359;RALN;ND;IR;0;0;0;1;0;0;0;1;0;0
C2806;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C2806;RALN;ND;EQ;0;0;0;0;0;1;0;0;0;0
CS11071;RALN;ND;EQ;0;0;0;0;0;0;3;3;0;0
CS11071;RALN;ND;IR;0;0;0;0;0;0;1;1;0;0
C1264;RALN;ND;IR;3;1;176;39;170;53;101;114;0;0
C1264;RALN;ND;OE;1;2;47;0;25;0;22;48;0;0
C1264;RALN;ND;OP;0;1;16;3;3;1;0;1;0;0
C1264;RALN;ND;EQ;0;1;7;4;18;10;20;71;0;0
C5178;RALN;ND;OP;0;0;0;0;11;0;0;0;0;0
C5178;RALN;ND;OE;0;0;0;0;6;0;0;0;0;0
C5178;RALN;ND;IR;0;0;0;0;12;1;0;0;0;0
C5178;RALN;ND;EQ;0;0;0;0;4;0;0;0;0;0
C7182;RALN;ND;OE;0;0;0;0;5;0;0;0;0;0
C7182;RALN;ND;IR;0;0;0;0;1;0;0;0;0;0
AG11796;MNST;MM;AT;0;0;0;0;0;0;1;3;0;0
AG11796;MNST;MM;FU;0;0;0;0;0;0;8;20;0;0
C4174;RALN;ND;OP;0;0;0;0;3;0;0;0;0;0
C4174;RALN;ND;IR;1;0;7;6;12;8;0;1;0;0
C4174;RALN;ND;OE;0;0;0;0;2;0;0;0;0;0
C4174;RALN;ND;EQ;0;0;1;1;1;1;0;0;0;0
C1289;RALN;ND;IR;0;0;1;0;2;0;0;0;0;0
C1289;RALN;ND;OP;0;0;0;0;3;0;0;0;0;0
C1289;RALN;ND;OE;0;0;0;0;1;1;0;0;0;0
U10852;SSNA;ND;CH;0;0;0;0;2;0;0;0;0;0
U10852;SSNA;ND;BI;0;0;0;0;5;8;0;0;0;0
U10852;SSNA;ND;OP;0;0;41;28;11;4;0;0;0;0
U10852;SSNA;ND;PT;0;0;33;9;23;0;0;0;0;0
U10852;SSNA;ND;PF;0;0;393;470;243;213;0;0;0;0
U10852;SSNA;ND;MV;0;0;0;0;13;2;0;0;0;0
U10852;SSNA;ND;MD;0;0;0;0;156;100;0;0;0;0
U10852;SSNA;ND;FI;0;0;0;0;0;3;0;0;0;0
Q9147;UNIV;ND;CB;1;2;30;30;0;0;12;38;0;0
Q9147;UNIV;ND;CC;10;35;9;3;2;0;191;410;0;0
Q9147;UNIV;ND;CD;14;32;0;0;6;1;205;448;0;0
Q9147;UNIV;ND;CE;0;3;0;0;1;0;36;50;0;0
IP10432;RALN;ND;OE;0;1;0;0;0;0;0;0;0;0
PN10332;EPNE;ME;OP;0;0;0;0;0;0;0;1;0;0
C2876;RALN;ND;EQ;0;0;1;0;0;0;1;7;0;0
C2876;RALN;ND;OE;0;0;2;0;0;0;1;2;0;0
C2876;RALN;ND;IR;0;0;4;0;0;0;5;20;0;0
C7973;RALN;ND;OE;1;3;0;0;0;0;0;0;0;0
C7973;RALN;ND;EQ;0;2;0;0;0;0;0;0;0;0
J8626;SSNA;ND;MD;0;0;0;0;98;84;0;1;0;0
J8626;SSNA;ND;OP;0;0;46;101;27;12;2;5;0;0
J8626;SSNA;ND;PF;0;0;99;237;35;68;3;19;0;0
