REGIONE;ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;UOMINI;DONNE
R00090;C2778;RALN;OE;0OEESP;3;1
R00090;C2778;RALN;IR;0IR000;2;4
R00090;C2778;RALN;EQ;0FZEQF;0;4
R00054;OL13364;EPNE;AT;0AS000;0;2
R00054;OL13364;EPNE;FU;0FZ000;1;1
R00161;C7415;RALN;EQ;0FZEQF;2;4
R00161;C7415;RALN;FP;0D0103;0;1
R00161;C7415;RALN;IR;0IR000;4;5
R00161;C7415;RALN;OE;0OEESP;5;2
R00090;C1115;RALN;OE;0OEESP;3;2
R00090;C1115;RALN;IR;0IR000;5;10
R00090;C1115;RALN;EQ;0FZEQF;4;4
R00205;C1872;RALN;OE;0OEESP;15;11
R00205;C1872;RALN;DI;0D0165;1;0
R00205;C1872;RALN;DI;0D0164;3;0
R00205;C1872;RALN;OP;0OP000;1;0
R00205;C1872;RALN;IR;0IR000;35;39
R00205;C1872;RALN;EQ;0FZEQF;16;18
R00223;C4908;PRBZ;CB;000726;1;0
R00223;C4908;PRBZ;FP;0D0103;1;0
R00223;C4908;PRBZ;CA;000727;3;3
R00223;C4908;PRBZ;CC;000722;0;1
R00223;C4908;PRBZ;CC;000721;4;12
R00223;C4908;PRBZ;CB;000725;2;0
R00223;C4908;PRBZ;CA;000729;0;5
R00054;IP10611;RALN;DI;0D0165;0;1
R00054;IP10611;RALN;IR;0IR000;4;14
R00054;IP10611;RALN;EQ;0FZEQF;4;23
R00054;IP10611;RALN;DI;0D0164;0;1
R00054;IP10611;RALN;OE;0OEESP;21;100
R00152;OL14205;EPNE;AT;0AS000;0;1
R00152;OL14205;EPNE;FU;0FZ000;1;0
R00090;C763;RALN;IR;0IR000;0;2
R00090;C763;RALN;EQ;0FZEQF;1;4
R00090;C763;RALN;RU;0D0I95;1;0
R00045;C6755;RALN;OP;0OP000;2;0
R00045;C6755;RALN;OE;0OEESP;6;4
R00045;C6755;RALN;IR;0IR000;20;7
R00045;C6755;RALN;DI;0D0165;1;0
R00045;C6755;RALN;RU;0D0I95;1;0
R00045;C6755;RALN;RP;000096;4;1
R00045;C6755;RALN;EQ;0FZEQF;10;14
R00045;C6755;RALN;DF;0D0098;0;1
R00036;C6596;RALN;EQ;0FZEQF;2;0
R00036;C6596;RALN;IR;0IR000;4;0
R00036;C6596;RALN;OP;0OP000;3;0
R00036;C6596;RALN;OE;0OEESP;6;5
R00045;C3999;RALN;OE;0OEESP;0;1
R00045;C3999;RALN;IR;0IR000;1;0
R00045;C3999;RALN;RP;000096;1;0
R00045;C3999;RALN;EQ;0FZEQF;0;2
R00090;C12230;RALN;OP;0OP000;2;0
R00090;C12230;RALN;IR;0IR000;5;5
R00090;C12230;RALN;EQ;0FZEQF;1;3
R00090;C12230;RALN;OE;0OEESP;0;2
R00161;C6670;RALN;DF;0D0095;1;0
R00161;C6670;RALN;EQ;0FZEQF;2;2
R00161;C6670;RALN;OE;0OEESP;5;2
R00161;C6670;RALN;RU;0D0I95;0;1
R00161;C6670;RALN;FP;0D0103;1;0
R00161;C6670;RALN;IR;0IR000;5;4
R00090;C6236;RALN;IR;0IR000;44;54
R00090;C6236;RALN;DF;0D0098;1;0
R00090;C6236;RALN;FP;0D0102;0;1
R00090;C6236;RALN;DI;0D0165;1;0
R00090;C6236;RALN;RP;000096;0;1
R00090;C6236;RALN;OE;0OEESP;8;3
R00090;C6236;RALN;RU;0D0I96;0;1
R00090;C6236;RALN;EQ;0FZEQF;19;31
R00090;C6236;RALN;DI;0D0164;2;0
R00125;C4123;RALN;OE;0OEESP;1;0
R00125;C4123;RALN;EQ;0FZEQF;0;1
R00090;C3914;RALN;EQ;0FZEQF;2;3
R00090;C3914;RALN;OE;0OEESP;1;0
R00090;C3914;RALN;IR;0IR000;7;9
R00090;C3914;RALN;OP;0OP000;0;1
R00205;C14030;RALN;RU;0D0I96;1;0
R00205;C14030;RALN;OP;0OP000;1;0
R00205;C14030;RALN;FP;0D0103;1;0
R00205;C14030;RALN;IR;0IR000;2;6
R00205;C14030;RALN;EQ;0FZEQF;3;5
R00205;C14030;RALN;OE;0OEESP;5;1
R00072;C833;RALN;RU;0D0I95;1;0
R00072;C833;RALN;IR;0IR000;0;1
R00072;C833;RALN;EQ;0FZEQF;0;2
R00205;C3587;RALN;OE;0OEESP;2;2
R00205;C3587;RALN;IR;0IR000;1;4
R00205;C3587;RALN;OP;0OP000;0;1
R00205;C3587;RALN;FP;0D0103;0;1
R00205;C3587;RALN;EQ;0FZEQF;1;4
R00054;C1978;RALN;RU;0D0I95;0;2
R00054;C1978;RALN;IR;0IR000;8;14
R00054;C1978;RALN;RP;000096;1;0
R00054;C1978;RALN;OE;0OEESP;7;4
R00054;C1978;RALN;FP;0D0103;0;1
R00054;C1978;RALN;EQ;0FZEQF;3;8
R00018;C1785;RALN;IR;0IR000;5;7
R00018;C1785;RALN;OE;0OEESP;6;0
R00018;C1785;RALN;EQ;0FZEQF;4;1
R00072;OL12890;EPNE;D1;0D0077;1;0
R00072;OL12890;EPNE;D2;0D0079;0;1
R00072;OL12890;EPNE;FU;0FZ000;14;29
R00072;OL12890;EPNE;AT;0AS000;4;5
R00143;C5258;RALN;EQ;0FZEQF;1;2
R00143;C5258;RALN;OP;0OP000;1;0
R00143;C5258;RALN;IR;0IR000;2;4
R00090;C6409;RALN;OE;0OEESP;4;2
R00090;C6409;RALN;EQ;0FZEQF;3;4
R00090;C6409;RALN;IR;0IR000;2;6
R00090;C6409;RALN;RU;0D0I95;0;1
R00018;C5340;RALN;OP;0OP000;23;9
R00018;C5340;RALN;DG;0D0097;1;0
R00018;C5340;RALN;DI;0D0164;10;3
R00018;C5340;RALN;DI;0D0165;1;1
R00018;C5340;RALN;IR;0IR000;180;161
R00018;C5340;RALN;DF;0D0098;1;0
R00018;C5340;RALN;RP;000096;1;1
R00018;C5340;RALN;OE;0OEESP;77;39
R00018;C5340;RALN;EQ;0FZEQF;76;112
R00018;C5340;RALN;RU;0D0I95;3;1
R00018;C5340;RALN;FP;0D0102;0;1
R00107;C3972;RALN;EQ;0FZEQF;29;69
R00107;C3972;RALN;IR;0IR000;44;62
R00107;C3972;RALN;DI;0D0164;4;0
R00107;C3972;RALN;OP;0OP000;9;23
R00107;C3972;RALN;OE;0OEESP;48;23
R00107;C3972;RALN;FP;0D0102;1;0
R00107;C3972;RALN;DI;0D0165;0;1
R00143;CS10440;EPNE;FU;0FZ000;4;0
R00143;CS10440;EPNE;AT;0AS000;1;1
R00143;CS10440;EPNE;D2;0D0080;1;0
R00134;C7764;RALN;IR;0IR000;12;13
R00134;C7764;RALN;EQ;0FZEQF;7;3
R00134;C7764;RALN;FP;0D0103;0;1
R00134;C7764;RALN;OP;0OP000;1;0
R00134;C7764;RALN;OE;0OEESP;2;1
R00125;C7839;RALN;EQ;0FZEQF;3;3
R00125;C7839;RALN;FP;0D0103;0;1
R00125;C7839;RALN;OE;0OEESP;3;5
R00125;C7839;RALN;IR;0IR000;8;22
R00045;CM9080;RALN;RP;000096;24;19
R00045;CM9080;RALN;IR;0IR000;216;115
R00045;CM9080;RALN;FP;0D0102;1;0
R00045;CM9080;RALN;DI;0D0165;2;0
R00045;CM9080;RALN;DI;0D0164;10;8
R00045;CM9080;RALN;EQ;0FZEQF;201;166
R00045;CM9080;RALN;OE;0OEESP;138;29
R00205;C2598;RALN;IR;0IR000;2;16
R00205;C2598;RALN;OE;0OEESP;6;1
R00205;C2598;RALN;EQ;0FZEQF;4;9
R00090;C6701;RALN;EQ;0FZEQF;0;3
R00198;C2590;REVA;CD;047000;2;3
R00198;C2590;REVA;FP;0D0103;1;0
R00198;C2590;REVA;CB;032000;2;1
R00198;C2590;REVA;CC;040000;8;4
R00198;C2590;REVA;CB;034000;4;0
R00198;C2590;REVA;CA;022000;0;2
R00198;C2590;REVA;CC;042000;7;11
R00198;C552;REVA;CC;040000;1;0
R00198;C552;REVA;CD;047000;1;1
R00198;C552;REVA;CC;042000;0;5
R00198;C552;REVA;CB;034000;2;0
R00189;OL13391;EPNE;AT;0AS000;0;1
R00107;C1831;RALN;IR;0IR000;3;5
R00107;C1831;RALN;OE;0OEESP;4;2
R00107;C1831;RALN;EQ;0FZEQF;1;3
R00107;C1831;RALN;RU;0D0I95;1;0
R00134;C2295;RALN;OE;0OEESP;1;0
R00134;C2295;RALN;EQ;0FZEQF;2;1
R00134;C2295;RALN;OP;0OP000;1;0
R00134;C2295;RALN;IR;0IR000;3;2
R00205;C1092;RALN;EQ;0FZEQF;2;12
R00205;C1092;RALN;OP;0OP000;0;1
R00205;C1092;RALN;OE;0OEESP;12;9
R00205;C1092;RALN;IR;0IR000;7;25
R00205;C6160;RALN;IR;0IR000;1;3
R00205;C6160;RALN;OE;0OEESP;2;1
R00205;C6160;RALN;EQ;0FZEQF;2;2
R00054;C5155;RALN;EQ;0FZEQF;1;1
R00054;C5155;RALN;IR;0IR000;3;0
R00054;C5155;RALN;OE;0OEESP;1;0
R00198;C2978;REVA;CC;040000;3;0
R00198;C2978;REVA;CC;042000;1;4
R00198;C2978;REVA;FP;0D0103;0;1
R00198;C2978;REVA;CB;032000;0;1
R00198;C2978;REVA;CD;047000;1;0
R00198;C2978;REVA;CB;034000;2;0
R00161;C5016;RALN;FP;0D0102;1;0
R00161;C5016;RALN;DI;0D0164;2;0
R00161;C5016;RALN;DI;0D0165;1;0
R00161;C5016;RALN;EQ;0FZEQF;10;10
R00161;C5016;RALN;IR;0IR000;24;35
R00161;C5016;RALN;OE;0OEESP;7;8
R00054;UC12247;RALN;OE;0OEESP;1;0
R00054;UC12247;RALN;IR;0IR000;7;12
R00054;UC12247;RALN;EQ;0FZEQF;5;8
R00054;UC12247;RALN;DF;0D0095;0;1
R00143;C5255;RALN;IR;0IR000;1;0
R00143;C5255;RALN;RU;0D0I95;1;0
R00143;C5255;RALN;OP;0OP000;1;0
R00143;C5255;RALN;EQ;0FZEQF;0;2
R00045;C2797;RALN;OE;0OEESP;1;2
R00045;C2797;RALN;EQ;0FZEQF;4;0
R00045;C2797;RALN;IR;0IR000;10;3
R00045;C2797;RALN;FP;0D0103;0;1
R00045;C2797;RALN;OP;0OP000;2;2
R00054;IP10664;RALN;EQ;0FZEQF;2;6
R00054;IP10664;RALN;OE;0OEESP;4;37
R00054;IP10664;RALN;IR;0IR000;0;6
R00223;C460;PRBZ;CA;000729;0;1
R00223;C460;PRBZ;CC;000722;0;2
R00223;C460;PRBZ;CC;000721;0;2
R00223;C460;PRBZ;CA;000727;1;1
R00072;ON13957;EPNE;AT;0AS000;0;1
R00072;ON13957;EPNE;FU;0FZ000;0;2
R00081;C2891;RALN;IR;0IR000;2;0
R00072;C315;RALN;DI;0D0164;1;1
R00072;C315;RALN;DI;0D0165;1;0
R00072;C315;RALN;FP;0D0103;0;1
R00072;C315;RALN;OE;0OEESP;16;11
R00072;C315;RALN;EQ;0FZEQF;16;25
R00072;C315;RALN;IR;0IR000;19;54
R00072;C315;RALN;RP;000096;0;2
R00045;N8933;RALN;DF;0D0095;1;0
R00045;N8933;RALN;PC;000061;80;1
R00045;N8933;RALN;DI;0D0164;1;0
R00045;N8933;RALN;IR;0IR000;3;1
R00143;C5100;RALN;IR;0IR000;1;7
R00143;C5100;RALN;EQ;0FZEQF;1;2
R00143;C5100;RALN;OE;0OEESP;1;0
R00143;C5100;RALN;PC;000061;1;0
R00152;P9048;RALN;DI;0D0165;2;0
R00152;P9048;RALN;OP;0OP000;18;3
R00152;P9048;RALN;IR;0IR000;28;19
R00152;P9048;RALN;EQ;0FZEQF;12;11
R00152;P9048;RALN;FP;0D0102;1;0
R00152;P9048;RALN;OE;0OEESP;53;25
R00063;C8124;REFR;CC;040000;0;2
R00063;C8124;REFR;CD;050000;0;1
R00063;C8124;REFR;CD;049000;1;0
R00063;C8124;REFR;CC;045000;0;1
R00063;C8124;REFR;FP;0D0485;0;1
R00063;C8124;REFR;CD;048000;0;1
R00063;C8124;REFR;CB;0B8000;0;1
R00063;C8124;REFR;CB;030000;0;1
R00063;C8124;REFR;CB;032000;1;0
R00063;C8124;REFR;CB;034000;0;1
R00063;C8124;REFR;CD;051000;0;1
R00036;OL13720;EPNE;FU;0FZ000;0;1
R00161;C2260;RALN;OE;0OEESP;9;1
R00161;C2260;RALN;IR;0IR000;2;4
R00161;C2260;RALN;EQ;0FZEQF;2;3
R00090;C1698;RALN;EQ;0FZEQF;1;0
R00090;C1698;RALN;IR;0IR000;0;2
R00090;C1698;RALN;OE;0OEESP;1;0
R00045;C4997;RALN;EQ;0FZEQF;1;1
R00045;C4997;RALN;OP;0OP000;1;0
R00045;C4997;RALN;IR;0IR000;3;0
R00072;C3118;RALN;OP;0OP000;1;0
R00072;C3118;RALN;OE;0OEESP;2;1
R00072;C3118;RALN;EQ;0FZEQF;4;7
R00072;C3118;RALN;DI;0D0164;1;0
R00072;C3118;RALN;DI;0D0165;1;0
R00072;C3118;RALN;FP;0D0103;1;0
R00072;C3118;RALN;IR;0IR000;9;16
R00072;C783;RALN;IR;0IR000;1;0
R00072;C783;RALN;EQ;0FZEQF;1;0
R00072;C783;RALN;OE;0OEESP;0;9
R00045;ER14136;RALN;DI;0D0164;1;0
R00045;ER14136;RALN;DG;0D0097;1;0
R00045;ER14136;RALN;OE;0OEESP;6;1
R00045;ER14136;RALN;EQ;0FZEQF;5;8
R00045;ER14136;RALN;IR;0IR000;7;12
R00063;C7899;REFR;CB;036000;1;0
R00063;C7899;REFR;CB;0B9000;1;1
R00063;C7899;REFR;CB;032000;1;0
R00063;C7899;REFR;CC;045000;1;1
R00063;C7899;REFR;CD;049000;1;0
R00063;C7899;REFR;CD;048000;0;1
R00063;C7899;REFR;CC;040000;1;1
R00090;OL13349;EPNE;AT;0AS000;0;2
R00090;OL13349;EPNE;FU;0FZ000;0;2
R00161;C12748;RALN;IR;0IR000;4;8
R00161;C12748;RALN;OE;0OEESP;9;2
R00161;C12748;RALN;FP;0D0103;1;0
R00161;C12748;RALN;OP;0OP000;1;0
R00161;C12748;RALN;EQ;0FZEQF;4;6
R00063;C2422;REFR;CC;040000;0;1
R00063;C2422;REFR;CB;034000;0;1
R00063;C2422;REFR;CB;032000;1;0
R00063;C2422;REFR;CD;051000;0;1
R00063;C2422;REFR;CB;037000;0;1
R00063;C2422;REFR;CD;048000;0;1
R00134;C8230;RALN;EQ;0FZEQF;1;1
R00134;C8230;RALN;IR;0IR000;6;1
R00134;C7273;RALN;OP;0OP000;1;0
R00134;C7273;RALN;RU;0D0I95;1;0
R00134;C7273;RALN;OE;0OEESP;0;1
R00134;C7273;RALN;IR;0IR000;1;1
R00045;CS12827;RALN;IR;0IR000;0;1
R00045;CS12827;RALN;EQ;0FZEQF;2;25
R00045;CS12827;RALN;OE;0OEESP;1;0
R00161;OL13872;EPNE;FU;0FZ000;0;1
R00036;RA12291;RALN;OE;0OEESP;3;5
R00036;RA12291;RALN;EQ;0FZEQF;136;42
R00036;RA12291;RALN;OP;0OP000;1;0
R00036;RA12291;RALN;IR;0IR000;27;2
R00036;RA12291;RALN;DI;0D0165;1;0
R00036;RA12291;RALN;DG;0D0097;0;1
R00161;C4502;RALN;EQ;0FZEQF;1;4
R00161;C4502;RALN;OE;0OEESP;4;3
R00161;C4502;RALN;IR;0IR000;3;5
R00143;C3549;RALN;FP;0D0485;0;1
R00143;C3549;RALN;EQ;0FZEQF;2;0
R00143;C3549;RALN;IR;0IR000;0;2
R00143;C3549;RALN;OP;0OP000;1;0
R00090;C3477;RALN;EQ;0FZEQF;1;0
R00090;C3477;RALN;OP;0OP000;0;1
R00090;C3477;RALN;OE;0OEESP;1;0
R00090;C3477;RALN;IR;0IR000;1;1
R00125;C848;RALN;OE;0OEESP;1;0
R00125;C848;RALN;IR;0IR000;0;1
R00223;C3675;PRBZ;CD;000719;0;1
R00223;C3675;PRBZ;CA;000730;0;4
R00223;C3675;PRBZ;CB;000725;10;3
R00223;C3675;PRBZ;CA;000727;1;2
R00223;C3675;PRBZ;CA;000729;1;4
R00223;C3675;PRBZ;CD;000715;1;0
R00223;C3675;PRBZ;CC;000721;0;17
R00223;C3675;PRBZ;CB;000726;4;1
R00223;C3675;PRBZ;FP;0D0485;1;0
R00223;C3675;PRBZ;CC;000722;0;3
R00198;C2875;REVA;CB;032000;1;1
R00198;C2875;REVA;CC;042000;1;0
R00134;C5216;RALN;FP;0D0102;0;1
R00134;C5216;RALN;EQ;0FZEQF;7;6
R00134;C5216;RALN;IR;0IR000;7;12
R00134;C5216;RALN;OE;0OEESP;3;2
R00072;C5251;RALN;RU;0D0I96;1;0
R00072;C5251;RALN;OE;0OEESP;1;1
R00072;C5251;RALN;IR;0IR000;1;3
R00072;C5251;RALN;EQ;0FZEQF;2;2
R00072;C5251;RALN;RP;000096;0;1
R00045;C6131;RALN;EQ;0FZEQF;0;2
R00045;C6131;RALN;OE;0OEESP;0;6
R00045;C6131;RALN;IR;0IR000;3;2
R00045;C6131;RALN;RU;0D0I96;1;2
R00090;C5125;RALN;IR;0IR000;1;5
R00090;C5125;RALN;EQ;0FZEQF;2;1
R00036;C2135;RALN;EQ;0FZEQF;1;1
R00072;C3119;RALN;RP;000096;2;1
R00072;C3119;RALN;OE;0OEESP;47;15
R00072;C3119;RALN;DI;0D0164;2;2
R00072;C3119;RALN;IR;0IR000;25;23
R00072;C3119;RALN;EQ;0FZEQF;11;20
R00072;C3119;RALN;FP;0D0103;0;1
R00072;C3119;RALN;DF;0D0098;1;0
R00072;C3119;RALN;DI;0D0165;1;0
R00072;C6019;RALN;IR;0IR000;3;0
R00072;C6019;RALN;OE;0OEESP;1;3
R00072;C6019;RALN;EQ;0FZEQF;1;2
R00072;C6019;RALN;OP;0OP000;1;0
R00045;CS14187;RALN;OE;0OEESP;1;0
R00045;CS14187;RALN;EQ;0FZEQF;0;1
R00045;CS14187;RALN;DG;0D0097;1;0
R00090;N8741;RALN;IR;0IR000;2;3
R00090;N8741;RALN;OP;0OP000;0;1
R00090;N8741;RALN;EQ;0FZEQF;1;0
R00090;N8741;RALN;DI;0D0165;1;0
R00143;OL13042;EPNE;AT;0AS000;0;2
R00143;OL13042;EPNE;FU;0FZ000;0;1
R00054;C3116;RALN;IR;0IR000;6;6
R00054;C3116;RALN;FP;0D0103;0;1
R00054;C3116;RALN;OE;0OEESP;10;2
R00054;C3116;RALN;EQ;0FZEQF;6;13
R00161;UC11070;RALN;RP;000096;1;0
R00161;UC11070;RALN;IR;0IR000;8;14
R00161;UC11070;RALN;EQ;0FZEQF;4;9
R00090;N8736;RALN;OE;0OEESP;1;0
R00090;N8736;RALN;DI;0D0164;2;0
R00090;N8736;RALN;IR;0IR000;3;6
R00090;N8736;RALN;EQ;0FZEQF;3;1
R00125;UC12423;RALN;IR;0IR000;3;1
R00125;UC12423;RALN;OE;0OEESP;1;1
R00125;UC12423;RALN;EQ;0FZEQF;2;3
R00125;UC12423;RALN;OP;0OP000;1;0
R00090;AB11834;RALN;EQ;0FZEQF;2;2
R00090;AB11834;RALN;DI;0D0164;1;0
R00090;AB11834;RALN;IR;0IR000;3;3
R00090;AB11834;RALN;OE;0OEESP;0;1
R00090;C1807;RALN;IR;0IR000;0;1
R00090;C1807;RALN;RU;0D0I95;1;0
R00090;C1807;RALN;EQ;0FZEQF;1;1
R00134;C7696;RALN;EQ;0FZEQF;10;7
R00134;C7696;RALN;OP;0OP000;4;1
R00134;C7696;RALN;OE;0OEESP;1;0
R00134;C7696;RALN;IR;0IR000;23;9
R00143;C5182;RALN;DF;0D0095;1;0
R00143;C5182;RALN;OE;0OEESP;2;0
R00143;C5182;RALN;EQ;0FZEQF;0;3
R00143;C5182;RALN;IR;0IR000;2;3
R00152;OL14534;EPNE;FU;0FZ000;1;0
R00134;OL14079;EPNE;AT;0AS000;1;0
R00161;UC10802;RALN;DI;0D0165;1;0
R00161;UC10802;RALN;EQ;0FZEQF;3;5
R00161;UC10802;RALN;OE;0OEESP;0;3
R00161;UC10802;RALN;IR;0IR000;3;8
R00125;C5638;RALN;EQ;0FZEQF;0;3
R00125;C5638;RALN;OE;0OEESP;3;0
R00125;C5638;RALN;FP;0D0103;0;1
R00125;C5638;RALN;IR;0IR000;3;5
R00027;C5010;RALN;OP;0OP000;1;0
R00027;C5010;RALN;EQ;0FZEQF;1;1
R00027;C5010;RALN;IR;0IR000;4;1
R00027;C5010;RALN;OE;0OEESP;4;2
R00125;C7912;RALN;EQ;0FZEQF;1;1
R00125;C7912;RALN;IR;0IR000;0;1
R00125;C7912;RALN;OE;0OEESP;1;1
R00107;OL14139;EPNE;AT;0AS000;0;1
R00090;UC12334;RALN;EQ;0FZEQF;0;3
R00090;UC12334;RALN;OP;0OP000;1;0
R00090;UC12334;RALN;IR;0IR000;4;3
R00090;UC12334;RALN;OE;0OEESP;6;3
R00090;C5103;RALN;OE;0OEESP;1;0
R00090;C5103;RALN;EQ;0FZEQF;1;1
R00125;C1225;RALN;OE;0OEESP;1;0
R00125;C1225;RALN;FP;0D0103;0;1
R00125;C1225;RALN;IR;0IR000;9;13
R00125;C1225;RALN;OP;0OP000;1;0
R00125;C1225;RALN;EQ;0FZEQF;4;0
R00045;C2078;RALN;IR;0IR000;2;2
R00045;C2078;RALN;EQ;0FZEQF;2;1
R00161;OL13061;EPNE;AT;0AS000;0;2
R00116;C1850;RALN;OE;0OEESP;1;0
R00116;C1850;RALN;RU;0D0I95;0;1
R00116;C1850;RALN;IR;0IR000;1;0
R00090;C2594;RALN;OE;0OEESP;1;0
R00090;C2594;RALN;EQ;0FZEQF;1;0
R00090;C2594;RALN;IR;0IR000;0;1
R00125;CV14347;AFAM;PD;018PD1;22;5
R00125;CV14347;AFAM;EA;013EP2;0;1
R00125;CV14347;AFAM;PA;012117;3;3
R00125;CV14347;AFAM;AR;011124;3;4
R00125;CV14347;AFAM;PR;018P01;46;13
R00125;CV14347;AFAM;PA;013CTE;1;3
R00125;CV14347;AFAM;AR;012118;1;1
R00125;CV14347;AFAM;EA;013160;0;1
R00125;CV14347;AFAM;PA;011121;2;6
R00045;OR13652;EPNE;OP;0OP000;0;1
R00045;OR13652;EPNE;AT;0AS000;0;1
R00205;C4945;RALN;OP;0OP000;0;1
R00205;C4945;RALN;OE;0OEESP;5;10
R00205;C4945;RALN;FP;0D0103;0;1
R00205;C4945;RALN;EQ;0FZEQF;3;6
R00205;C4945;RALN;IR;0IR000;8;23
R00090;C1497;RALN;IR;0IR000;1;7
R00090;C1497;RALN;EQ;0FZEQF;3;2
R00090;C1497;RALN;OE;0OEESP;2;0
R00214;C12480;PRTN;CC;0CE000;1;2
R00214;C12480;PRTN;CB;0BE000;5;0
R00214;C12480;PRTN;CD;057000;1;0
R00214;C12480;PRTN;FP;0D0105;1;0
R00214;C12480;PRTN;CA;053000;0;1
R00214;C12480;PRTN;CC;056000;2;3
R00045;OR13579;EPNE;AT;0AS000;0;1
R00045;OR13579;EPNE;FU;0FZ000;0;1
R00027;C3258;RALN;OE;0OEESP;0;1
R00027;C3258;RALN;OP;0OP000;1;0
R00027;C3258;RALN;EQ;0FZEQF;0;1
R00027;C3258;RALN;IR;0IR000;3;0
R00125;C7501;RALN;IR;0IR000;0;1
R00125;C7501;RALN;EQ;0FZEQF;0;1
R00125;C7501;RALN;OE;0OEESP;1;0
R00143;C1063;RALN;IR;0IR000;10;16
R00143;C1063;RALN;OE;0OEESP;5;0
R00143;C1063;RALN;FP;0D0103;0;1
R00143;C1063;RALN;EQ;0FZEQF;2;7
R00107;C1499;RALN;EQ;0FZEQF;1;0
R00107;C1499;RALN;OE;0OEESP;4;0
R00107;C1499;RALN;IR;0IR000;1;6
R00081;C322;RALN;OP;0OP000;11;2
R00081;C322;RALN;OE;0OEESP;28;13
R00081;C322;RALN;EQ;0FZEQF;22;36
R00081;C322;RALN;FP;0D0102;0;1
R00081;C322;RALN;IR;0IR000;32;33
R00081;C322;RALN;DI;0D0165;0;1
R00081;C322;RALN;DI;0D0164;2;0
R00063;CV14375;AFAM;PA;011121;5;6
R00063;CV14375;AFAM;PR;018P01;49;20
R00063;CV14375;AFAM;EP;013159;0;1
R00063;CV14375;AFAM;PA;012117;5;4
R00063;CV14375;AFAM;PD;018PD1;17;11
R00063;CV14375;AFAM;AR;011124;1;1
R00063;CV14375;AFAM;PA;013CTE;2;2
R00063;CV14375;AFAM;EP;013504;1;0
R00063;CV14375;AFAM;AR;012118;2;2
R00161;OL13831;EPNE;AT;0AS000;0;1
R00189;C7457;RALN;RP;000096;1;1
R00189;C7457;RALN;FP;0D0102;0;1
R00189;C7457;RALN;OE;0OEESP;20;14
R00189;C7457;RALN;IR;0IR000;14;15
R00189;C7457;RALN;EQ;0FZEQF;8;18
R00054;V15398;RALN;EQ;0FZEQF;9;24
R00054;V15398;RALN;IR;0IR000;11;54
R00054;V15398;RALN;OE;0OEESP;5;7
R00054;V15398;RALN;DI;0D0164;2;1
R00054;V15398;RALN;DI;0D0165;0;1
R00152;C6938;RALN;OE;0OEESP;13;18
R00152;C6938;RALN;EQ;0FZEQF;27;19
R00152;C6938;RALN;OP;0OP000;53;29
R00152;C6938;RALN;FP;0D0103;1;0
R00152;C6938;RALN;IR;0IR000;47;31
R00152;C6938;RALN;DI;0D0164;4;0
R00205;OL14548;EPNE;AT;0AS000;0;1
R00081;C1316;RALN;OP;0OP000;1;0
R00081;C1316;RALN;IR;0IR000;2;2
R00081;C1316;RALN;EQ;0FZEQF;0;2
R00081;C1316;RALN;OE;0OEESP;3;0
R00018;C2934;RALN;IR;0IR000;1;0
R00018;C2934;RALN;OE;0OEESP;1;0
R00125;C8090;RALN;EQ;0FZEQF;1;0
R00125;C8090;RALN;OE;0OEESP;1;1
R00090;C5209;RALN;IR;0IR000;5;6
R00090;C5209;RALN;EQ;0FZEQF;2;4
R00090;C5209;RALN;OE;0OEESP;1;0
R00072;C5564;RALN;IR;0IR000;2;1
R00072;C5564;RALN;EQ;0FZEQF;1;2
R00072;C5564;RALN;OE;0OEESP;2;2
R00116;C674;RALN;OE;0OEESP;2;0
R00116;C674;RALN;IR;0IR000;1;1
R00125;OL13386;EPNE;FU;0FZ000;0;1
R00125;OL13386;EPNE;AT;0AS000;0;1
R00090;C3297;RALN;OE;0OEESP;1;3
R00090;C3297;RALN;EQ;0FZEQF;0;2
R00090;C3297;RALN;DF;0D0095;1;0
R00090;C3297;RALN;IR;0IR000;1;1
R00107;C4388;RALN;EQ;0FZEQF;1;2
R00107;C4388;RALN;FP;0D0485;1;0
R00107;C4388;RALN;OE;0OEESP;3;0
R00107;C4388;RALN;IR;0IR000;3;2
R00116;C269;RALN;OP;0OP000;2;0
R00116;C269;RALN;IR;0IR000;7;5
R00116;C269;RALN;OE;0OEESP;8;1
R00116;C269;RALN;EQ;0FZEQF;1;2
R00116;C269;RALN;FP;0D0103;0;1
R00107;C2256;RALN;IR;0IR000;1;1
R00107;C2256;RALN;EQ;0FZEQF;3;0
R00107;C2256;RALN;OE;0OEESP;2;0
R00107;C2256;RALN;FP;0D0102;1;0
R00125;C5714;RALN;EQ;0FZEQF;0;1
R00125;C5714;RALN;OE;0OEESP;1;0
R00161;OL13936;EPNE;FU;0FZ000;0;2
R00161;OL13936;EPNE;AT;0AS000;0;1
R00072;C3261;RALN;RU;0D0I95;1;0
R00072;C3261;RALN;OE;0OEESP;2;2
R00072;C3261;RALN;OP;0OP000;0;1
R00205;P9125;RALN;RP;000096;1;1
R00205;P9125;RALN;IR;0IR000;40;31
R00205;P9125;RALN;FP;0D0102;1;0
R00205;P9125;RALN;OE;0OEESP;19;18
R00205;P9125;RALN;EQ;0FZEQF;48;52
R00205;P9125;RALN;DI;0D0164;5;0
R00045;C8159;RALN;EQ;0FZEQF;2;2
