ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;COMANDATI_DISTACCATI_UOMINI;COMANDATI_DISTACCATI_DOMME;FUORI_RUOLO_UOMINI;FUORI_RUOLO_DONNE;COMANDATI_DISTACCATI_ESTERNO_UOMINI;COMANDATI_DISTACCATI_ESTERNO_DONNE;FUORI_RUOLO_ESTERNO_UOMINI;FUORI_RUOLO_ESTERNO_DONNE;CONVENZIONI_UOMINI;CONVENZIONI_DONNE;CONVENZIONI_ESTERNO_UOMINI;CONVENZIONI_ESTERNO_DONNE;ESONERI_UOMINI;ESONERI_DONNE;ASPETTATIVE_UOMINI;ASPETTATIVE_DONNE
AP10082;SSNA;AT;TAT119;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10291;SSNA;AT;TAT119;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U14141;SSNA;AT;TAT119;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PU10574;SSNA;AT;TAT119;0;1;0;0;0;0;0;0;0;0;6;3;0;0;1;0
U12388;SSNA;AT;TAT119;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
K8645;SSNA;AT;TAT119;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10741;SSNA;AT;TAT119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
U10739;SSNA;AT;TAT119;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9602;SSNA;AT;TAT119;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9559;SSNA;AT;TAT119;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0
Q9181;UNIV;CE;0E7000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U10859;SSNA;OP;TOP059;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
PU9818;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;12;17;0;0;0;0
U9450;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9577;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U12360;SSNA;OP;TOP059;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
U10508;SSNA;OP;TOP059;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PU9821;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0
U10864;SSNA;OP;TOP059;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9602;SSNA;OP;TOP059;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
U14022;SSNA;OP;TOP059;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
PU11803;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9475;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U9476;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12356;SSNA;OP;TOP059;52;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U11799;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
U9559;SSNA;OP;TOP059;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PU10752;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0
AP10082;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10525;SSNA;OP;TOP059;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U10330;SSNA;OP;TOP059;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AP200;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PU10749;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
U14141;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7
U10524;SSNA;OP;TOP059;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9534;SSNA;OP;TOP059;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10291;SSNA;OP;TOP059;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U11894;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
U12256;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U12382;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U9596;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9597;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
J9489;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
U9430;SSNA;OP;TOP059;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U10545;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER12895;SSNA;OP;TOP059;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9413;SSNA;OP;TOP059;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9491;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4
PU9820;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;14;5;0;0;0;0
U10857;SSNA;OP;TOP059;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U9449;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10831;SSNA;OP;TOP059;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9514;SSNA;OP;TOP059;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12367;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
U10324;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U11805;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
U10621;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9480;SSNA;OP;TOP059;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10740;SSNA;OP;TOP059;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2
U14261;SSNA;OP;TOP059;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U12349;SSNA;OP;TOP059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U12388;SSNA;OP;TOP059;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U11804;SSNA;OP;TOP059;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9564;SSNA;DP;PD0A45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14501;SSNA;DP;PD0A45;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U9575;SSNA;DP;PD0A45;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
J9489;SSNA;DP;PD0A45;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
J10321;SSNA;DP;PD0A45;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
J8632;SSNA;DP;PD0A45;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U14496;SSNA;DP;PD0A45;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U14263;SSNA;DP;PD0A45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10741;SSNA;DP;PD0A45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
U10738;SSNA;DP;PD0A45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U12388;SSNA;DP;PD0A45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
U10734;SSNA;DP;PD0A45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
J10944;SSNA;DP;PD0A45;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10507;SSNA;DP;PD0A45;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U12349;SSNA;DP;PD0A45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U11805;SSNA;DP;PD0A45;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9491;SSNA;DP;PD0A45;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9473;SSNA;DP;PD0A45;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14022;SSNA;DP;PD0A45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10859;SSNA;DP;PD0A45;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U10735;SSNA;DP;PD0A45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9444;SSNA;DP;PD0A45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14261;SSNA;DP;PD0A45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10750;SSNA;DP;PD0A45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U12379;SSNA;DP;PD0A45;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U9537;SSNA;DP;PD0A45;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U9493;SSNA;DP;PD0A45;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
U14268;SSNA;DP;PD0A45;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10769;SSNA;DP;PD0A45;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U9478;SSNA;DP;PD0A45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J10323;SSNA;DP;PD0A45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10516;SSNA;DP;PD0A45;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9556;SSNA;DP;PD0A45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9476;SSNA;RR;N18694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J8638;SSNA;RR;N18694;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U12385;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U9493;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
J8628;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U9478;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
PU9820;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
J9489;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U9639;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U9537;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
J10944;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
J8629;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
PU9818;SSNA;BI;SD0E13;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
U12349;SSNA;BI;SD0011;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U9534;SSNA;BI;SD0011;0;0;0;0;0;0;0;0;0;0;1;16;0;0;0;0
U9493;SSNA;BI;SD0011;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U14141;SSNA;PS;SD0CO1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9413;SSNA;PS;SD0CO1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U14499;SSNA;PS;SD0CO1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PU9818;SSNA;PS;SD0CO1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U12349;SSNA;PS;SD0CO1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9537;SSNA;PS;SD0CO1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U9477;SSNA;PS;SD0CO1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U9493;SSNA;PS;SD0CO1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AG12608;CCSS;UG;0D0220;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
M8664;CCSS;UG;0D0220;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
M8659;CCSS;UG;0D0220;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M8664;CCSS;US;0D0935;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
M8666;CCSS;US;0D0935;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
M8659;CCSS;US;0D0935;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AG12608;CCSS;US;0D0935;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
M8659;CCSS;US;0D0528;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M8666;CCSS;US;0D0528;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
M8664;CCSS;US;0D0528;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
M8666;CCSS;MR;017964;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0
AG12608;CCSS;MR;017964;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0
M8659;CCSS;MR;017964;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M8664;CCSS;MR;017964;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
M8664;CCSS;MR;017237;0;0;0;0;28;1;0;0;0;0;0;0;0;0;0;0
M8666;CCSS;MR;017237;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0
M8659;CCSS;MR;017237;92;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AG12608;CCSS;MR;017237;0;0;0;0;19;1;0;0;0;0;0;0;0;0;0;0
U9413;SSNA;AT;TAT162;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12366;SSNA;AT;TAT162;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U10510;SSNA;AT;TAT162;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U11805;SSNA;AT;TAT162;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
U12374;SSNA;AT;TAT162;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9477;SSNA;AT;TAT162;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14022;SSNA;AT;TAT162;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9559;SSNA;AT;TAT162;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14017;SSNA;AT;TAT162;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9577;SSNA;AT;TAT162;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
U14141;SSNA;AT;TAT162;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U10289;SSNA;AT;TAT162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U9557;SSNA;AT;TAT162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U9478;SSNA;AT;TAT162;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
RS9206;RETN;CC;043000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
V9716;RETN;CC;043000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M8666;CCSS;PP;013967;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0
M8664;CCSS;PP;013967;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
M8659;CCSS;PP;013967;635;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0
AG12608;CCSS;PP;013967;0;0;0;0;38;2;0;0;0;0;0;0;0;0;0;0
J8633;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AP195;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER11079;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U12359;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12368;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U9437;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14496;SSNA;PT;TPT092;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12387;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10746;SSNA;PT;TPT092;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PU9820;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;21;3;0;0;0;0
J8630;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9542;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U11805;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U12379;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U9557;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
U10543;SSNA;PT;TPT092;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9537;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0
CS11110;SSNA;PT;TPT092;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0
U12242;SSNA;PT;TPT092;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PU9821;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U14495;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
U12364;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U14498;SSNA;PT;TPT092;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
U9434;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10852;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U11894;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U12349;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12374;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10831;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10509;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
U9413;SSNA;PT;TPT092;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12354;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U14262;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PU10574;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U9444;SSNA;PT;TPT092;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10859;SSNA;PT;TPT092;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
J10551;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U14022;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1
U9477;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3
U9577;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PU10752;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;23;7;0;0;0;0
J9525;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12357;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
J8636;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14497;SSNA;PT;TPT092;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U14141;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9
U10741;SSNA;PT;TPT092;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0
PU10749;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;18;2;0;0;0;0
U10507;SSNA;PT;TPT092;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3
U10769;SSNA;PT;TPT092;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U12372;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U9639;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
U9475;SSNA;PT;TPT092;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U12366;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10751;SSNA;PT;TPT092;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U10864;SSNA;PT;TPT092;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
AP10082;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9476;SSNA;PT;TPT092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12365;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AP192;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U10738;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U9478;SSNA;PT;TPT092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U9524;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
PU9818;SSNA;PT;TPT092;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PU10574;SSNA;PT;0PTSPR;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PU10752;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
U10839;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U12357;SSNA;PT;0PTSPR;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U12388;SSNA;PT;0PTSPR;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
U9475;SSNA;PT;0PTSPR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U10289;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
U10769;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
J8632;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U9476;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U10324;SSNA;PT;0PTSPR;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U14022;SSNA;PT;0PTSPR;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14261;SSNA;PT;0PTSPR;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U10857;SSNA;PT;0PTSPR;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0
U9434;SSNA;PT;0PTSPR;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10520;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PU9820;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U10291;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U9460;SSNA;PT;0PTSPR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12374;SSNA;PT;0PTSPR;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AP9855;SSNA;PT;0PTSPR;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
U14495;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U11805;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
AP11913;SSNA;PT;0PTSPR;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
PU10749;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U12370;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U12353;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U10738;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
J8636;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U10327;SSNA;PT;0PTSPR;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U10748;SSNA;PT;0PTSPR;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5
U9577;SSNA;PT;0PTSPR;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10621;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
CS11100;SSNA;PT;0PTSPR;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U14017;SSNA;PT;0PTSPR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
U9524;SSNA;PS;SD0AI1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9491;SSNA;PS;SD0AI1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U10850;SSNA;PS;SD0AI1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12610;SSNA;PS;SD0AI1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9534;SSNA;PS;SD0AI1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U9556;SSNA;PS;SD0AI1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U9595;SSNA;PS;SD0AI1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U11799;SSNA;PS;SD0AI1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U11894;SSNA;PS;SD0AI1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9476;SSNA;PS;SD0AI1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
U9478;SSNA;PS;SD0AI1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U14017;SSNA;PS;SD0AI1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U12349;SSNA;PS;SD0AI1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10291;SSNA;PS;SD0AI1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10812;SSNA;PS;SD0AI1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U12366;SSNA;PS;SD0AI1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U14501;SSNA;PS;SD0AI1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
J9489;SSNA;PS;SD0AI1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
